d_codigo,d_asenta,c_mnpio
39422,Vista al Mar,1
39422,Excampo de Tiro,1
39422,Jardín Palmas,1
39422,Las Joyas,1
39422,SEMARNAP,1
39430,Lomas de los Tamarindos,1
39430,Alta Generación 2000,1
39430,Generación 2000,1
39430,Ricardo Morlett Sutter,1
39430,Universitaria,1
39430,Venustiano Carranza,1
39430,Nueva Era,1
39430,Rubén Jaramillo,1
39450,Clemencia Figueroa,1
39460,Mozimba,1
39460,Vicente Lombardo Toledano,1
39463,Lomas de Mozimba,1
39463,Antorcha Revolucionaria,1
39470,Potrerillo,1
39470,Puesta del Sol,1
39470,Las Marañonas,1
39480,Santa Rosita,1
39480,La Mira,1
39480,Los Naranjos,1
39480,Municipal,1
39510,Independencia,1
39510,Palma Sola,1
39510,Ampliación Palma Sola,1
39528,Constituyentes,1
39528,Santa Cecilia,1
39530,Guadalupe Victoria,1
39530,María de La O,1
39530,Morelos,1
39530,Santa Cruz,1
39530,El Mirador,1
39540,Olímpica,1
39540,Silvestre Castro,1
39540,Juan R Escudero,1
39540,Ampliación Silvestre Castro,1
39550,Alta Cuauhtémoc,1
39550,Bellavista,1
39550,Cuauhtémoc,1
39550,Ampliación Bellavista,1
39560,Vista Alegre,1
39574,La Florida,1
39580,Hogar Moderno,1
39580,Miguel Alemán,1
39589,Aguas Blancas,1
39590,Carabalí Centro,1
39590,La Fabrica,1
39600,Frontera,1
39600,La Laja,1
39600,La Laja Parte Alta,1
39610,Altamira,1
39610,Ampliación Altamira Norte,1
39610,Burócrata,1
39610,Francisco Villa,1
39610,Margarita de Gortari,1
39610,6 de Enero,1
39610,Alta Progreso,1
39610,Panorámica,1
39610,Revolución del Sur,1
39610,Unidad Obrera,1
39610,Solidaridad,1
39613,Buenavista,1
39613,Guerrero Es Primero,1
39613,Periodistas,1
39620,La Providencia,1
39620,La Quebradora,1
39620,Loma Bonita,1
39620,Vista Hermosa,1
39630,Lomas del Tigre,1
39630,Alianza Popular,1
39630,Barranca de la Laja,1
39630,Bocamar,1
39630,Militar,1
39630,Leonardo Rodriguez Alcaine,1
39640,El Roble,1
39640,Santa Elena,1
39650,Del Valle,1
39650,Garita de Juárez,1
39660,Loma Hermosa,1
39660,Pacifico,1
39660,20 de Noviembre,1
39670,Adolfo López Mateos,1
39670,Gustavo Diaz Ordaz,1
39689,Magisterio Guerrerense,1
39689,Bosques de la Cañada,1
39689,Cumbres de Figueroa,1
39690,Cañada de los Amates,1
39690,Chinameca,1
39699,Jardín de los Amates,1
39700,El Palmar,1
39700,Emiliano Zapata,1
39700,Ampliación Emiliano Zapata,1
39700,Graciano Sanchez,1
39700,Ricardo Flores Magón,1
39700,Tierra y Libertad,1
39700,24 de Octubre,1
39703,Fidel Velázquez Sanchez,1
39703,México,1
39703,Ampliación Lomas Verdes,1
39703,C N C,1
39704,Yoloxochil,1
39704,Alborada,1
39704,Sinai,1
39704,Ampliación Sinai,1
39710,18 de Enero (René Juárez Cisneros),1
39710,Plan de Ayutla,1
39710,Genaro Vázquez,1
39710,Independencia,1
39710,Roberto Esperon,1
39713,Luis Donaldo Colosio,1
39713,Vista Hermosa,1
39713,Paraíso,1
39713,Palmera,1
39713,Ampliación Arroyo Seco,1
39713,Batalla Cardenista,1
39713,Guerrero Es Primero,1
39713,Agrícola,1
39713,La Esmeralda,1
39713,La Mica,1
39713,Emperador Moctezuma,1
39713,Nopalitos,1
39713,Villa Sol,1
39713,Leyes de Reforma,1
39713,El Porvenir,1
39713,La Venta,1
39713,Las Flores,1
39713,El Tanque,1
39713,Betania,1
39713,Valle del Palmar I,1
39713,Ampliación la Mica,1
39713,Paso Limonero,1
39714,Barrio Nuevo,1
39714,Ecologista,1
39715,Donaciano Rivera,1
39715,Acapulco Dos Mil,1
39715,Independencia,1
39715,Huerta Ricardo Mendoza,1
39715,Rubén Figueroa Alcocer,1
39715,Manuel Añorve Baños,1
39715,Electricistas,1
39715,Fidel Velázquez Sect 1,1
39715,Fuentes del Maurel II,1
39715,Renacimiento,1
39715,Ángel Heladio Aguirre Rivero,1
39715,Leonardo Rodriguez Alcaine,1
39715,Arroyo Seco,1
39715,16 de Noviembre,1
39715,Nueva Frontera,1
39715,Democrática,1
39715,Nueva Generación,1
39715,Miguel Terrazas Rivera,1
39720,Primero de Mayo,1
39720,Coheteros,1
39720,Nueva Luz,1
39720,Villa Guerrero,1
39720,Praderas de Guadalupe,1
39720,Loma Larga (El Basurero),1
39730,La Cima,1
39740,Benito Juárez,1
39740,Lázaro Cárdenas,1
39745,Ampliación Miguel Hidalgo,1
39746,Ampliación Niños Héroes,1
39747,Parotas,1
39747,Amin Zarur Menez,1
39747,Ampliación las Parotas,1
39747,Niños Héroes,1
39747,Obrera,1
39750,Nabor Ojeda,1
39750,La Voz de la Montaña,1
39750,CNOP,1
39750,2 de Febrero,1
39750,Jacarandas,1
39750,Industrial,1
39750,Las Torres,1
39750,Narciso Mendoza,1
39750,Postal,1
39750,Tecnológica,1
39750,San Miguel,1
39750,Unidos Por Guerrero,1
39753,Joyas de San Agustín,1
39753,Villa Guerrero,1
39753,Sol Azteca,1
39753,Villa de las Flores,1
39759,Radio Koko,1
39759,José López Portillo,1
39759,Ampliación José López Portillo,1
39760,Vicente Guerrero,1
39770,Club Campestre,1
39770,Coral,1
39770,Emilio M Gonzalez,1
39770,Fuentes del Maurel I,1
39770,Huertas de Santa Elena,1
39770,Las Cruces,1
39770,Los Limoncitos,1
39770,Luz y Fuerza,1
39770,Libertadores,1
39773,Unidad Ciudadana,1
39773,Ampliación Simón Bolívar,1
39773,Simón Bolívar,1
39773,Villa Madero,1
39774,Bosques de San Juan,1
39774,Francisco Ruiz Massieu,1
39774,José María Pino Suárez,1
39774,Paraíso,1
39774,15 de Septiembre,1
39774,Revolución de Octubre,1
39774,Nicolás Bravo,1
39774,Miguel de La Madrid,1
39780,La Popular,1
39780,La Libertad,1
39780,Ampliación la Libertad,1
39780,Los Lirios,1
39780,Ampliación los Lirios,1
39787,Amadeo Vidales,1
39790,Canuto Nogueda,1
39790,5 de Mayo,1
39790,Del Rastro,1
39790,Los Manantiales,1
39790,Ruffo Figueroa,1
39799,Alborada,1
39799,Héroes de Guerrero,1
39799,La Sabana,1
39799,Los Dragos,1
39799,Mártir de Cuilapan,1
39799,Melchor Ocampo,1
39800,José López Portillo,1
39800,Villa Hermosa de las Flores,1
39800,Guadalupe Victoria,1
39800,La Maquina,1
39800,Ampliación la Maquina,1
39800,Rubén Figueroa,1
39803,Salinas de Gortari,1
39810,Lomas del Coloso,1
39810,El PRI,1
39810,Potrero de La Mora,1
39810,El Mirador,1
39813,Apolonio Castillo,1
39813,Piedra Azul,1
39813,Piedra Roja,1
39814,Alta Loma la Esperanza,1
39814,La Esperanza,1
39814,La Parota,1
39815,Navidad de Llano Largo,1
39815,Nuevo Cayaco,1
39820,Cumbres Llano Largo,1
39830,Lomas de Costa Azul,1
39840,Vista Hermosa,1
39840,Justicia Social,1
39840,Hermenegildo Galeana,1
39840,Reforma de Costa Azul,1
39845,Praderas de Costa Azul,1
39845,23 de Noviembre,1
39860,Icacos,1
39860,Nuevo Centro de Población,1
39860,Alta Icacos,1
39887,Brisas del Marqués,1
39887,El Glomar,1
39890,Frente Nacional,1
39890,Ampliación Colosio,1
39890,Alborada Cardenista,1
39890,Ciudad Luis Donaldo Colosio,1
39890,Granjas del Marqués,1
39890,Jardín Princesas I,1
39890,Jardín Princesas II,1
39893,Parque Ecológico de Viveristas,1
39893,Alfredo V Bonfil,1
39893,Cuquita Massieu,1
39893,El Podrido,1
39893,Plan de los Amates,1
39893,Rubén Robles Catalán,1
39897,La Poza,1
39898,Nuevo Puerto Marqués,1
39898,Altos de Miramar,1
39898,La Lajita,1
39898,Vista Brisa,1
39898,19 de Noviembre,1
39898,La Guadalupana,1
39900,Pie de La Cuesta,1
39901,Los Mangos (El Quemado),1
39903,Marcelino Ocampo,1
39905,Cayaco,1
39906,Llano Largo,1
39910,Vicente Guerrero,1
39910,Lagunillas,1
39910,San Miguel,1
39910,Cervantes Delgado,1
39910,Cantarranas,1
39910,Las Primaveras,1
39910,Las Pilitas,1
39910,Retén,1
39911,La Frontera Aguacatillo,1
39914,Lucio Cabañas,1
39922,Guerrero (Los Guajes),1
39926,Paso Texca,1
39926,Lomas del Pedregal,1
39930,Paraíso Lomas de Chapultepec (El Plantón),1
39931,Las Chanecas,1
39931,El Arenal,1
39932,10 de Abril,1
39932,El Metlapil,1
39932,Nicolás Bravo (Zanja del Teniente),1
39936,Oaxaquillas,1
39936,San Andrés Playa Encantada,1
39937,El Cerrito,1
39937,Espinalillo,1
39940,Tierra Colorada Centro,39
39941,San Agustin,39
39941,San Isidro,39
39942,Rufo Figueroa,39
39942,San Antonio,39
39942,San José,39
39942,Las Palmas,39
39944,Jardín,39
39944,Lázaro Cárdenas,39
39944,Lindavista,39
39944,Vista Alegre,39
39960,San Marcos,53
39960,El Cántaro,53
39960,El Tanque,53
39960,Jardín,53
39960,Progreso,53
39960,Revolución,53
39960,Santa Cruz,53
39960,Emiliano Zapata,53
39960,El Aterrizaje,53
39960,5a Sección,53
39960,Ampliación Emiliano Zapata,53
39960,La Colmena,53
39963,Anáhuac,53
40000,Iguala de La Independencia Centro,35
40010,Cascalotes,35
40010,Chapultepec,35
40010,Lomas del Zapatero,35
40010,Los Almendros,35
40010,PRI,35
40010,Sol Azteca,35
40010,Villa de Guadalupe,35
40010,Las Torres,35
40010,Guerrero Azteca,35
40010,Huerta Los Tamarindos,35
40010,Ampliación Cascalotes,35
40010,Silvia Smutny de Figueroa,35
40010,25 de Abril,35
40010,Villa de las Flores,35
40011,Emiliano Zapata,35
40013,Victoria Hernández,35
40014,Caritino Maldonado,35
40014,Las Brisas,35
40014,Ampliación las Brisas,35
40014,Loma Linda,35
40014,Ampliación Renovación,35
40014,Bugambilias,35
40014,Universidad,35
40015,Agua Zarca,35
40015,Benito Juárez,35
40015,Esmeralda,35
40015,Ampliación Flores Magón,35
40015,28 de Abril,35
40015,23 de Marzo,35
40015,Ignacio M Altamirano,35
40015,Lomas de Agua Zarca,35
40015,Plan de Ayala 2a. Etapa,35
40015,Villa de las Flores,35
40020,Cirianes,35
40020,Educación,35
40020,Juan N Alvarez,35
40020,Libertadores,35
40020,Los Tamarindos,35
40020,María del Carmen,35
40020,Perpetuo Socorro,35
40020,Plan de Ayala,35
40020,1o de Mayo,35
40020,Cirianes II,35
40020,Los Tamarindos 2a. Etapa,35
40023,Ejidatarios,35
40023,Ampliación San José,35
40024,El Pedregal,35
40024,Las Américas,35
40024,PPG,35
40024,Héroes del Sur,35
40024,Lomas del Pedregal,35
40024,Tierra y Libertad,35
40024,Familiar,35
40024,3 Marías,35
40024,Vista Hermosa,35
40024,19 de Enero,35
40024,Genaro Vázquez,35
40024,Paraje Suriano,35
40024,La Paz,35
40025,Central de Abastos,35
40026,Francisco López Liborio,35
40026,3 de Mayo,35
40026,Guerreros del Sur,35
40026,Jardines del Valle,35
40026,Rincón Dorado,35
40027,Fidel Castro,35
40030,Insurgentes,35
40030,Nicolás Bravo,35
40030,Villa Cooperativa,35
40030,Rubén Figueroa,35
40034,Los Altos del Valle de Iguala,35
40034,Luis Donaldo Colosio,35
40034,Lindavista,35
40034,El Mirador,35
40034,Francisco Villa,35
40034,15 de Septiembre,35
40034,San Alberto,35
40036,Oriental,35
40036,Hábitat,35
40036,Los Tamarindos,35
40040,Aceitera,35
40040,Ejidal,35
40040,Gral. Adrián Castrejón,35
40040,La Raza,35
40040,Patria Nueva,35
40040,Rubén Jaramillo,35
40040,Santo Tomas,35
40040,3 Marías,35
40040,Fernando Amilpa,35
40040,Arboledas,35
40040,Alberto G. Trueba,35
40044,Daniel Murayama,35
40044,Martín Aceves Gonzalez,35
40044,Prados,35
40045,Loma de los Coyotes,35
40045,Magisterial Iguala,35
40046,Los Chocolines,35
40050,El Paraíso,35
40050,Periodista,35
40050,Río Balsas,35
40050,Vicente Guerrero 200,35
40053,Benito Juárez II,35
40053,Rinconada del Sur,35
40053,San José,35
40053,Judith Caballero,35
40054,Emilio Gonzalez,35
40054,Iguala 2000,35
40054,Luis Quintero,35
40054,Residencial Bugambilias,35
40054,Tlatel I,35
40054,Las Palmas,35
40054,Tlatel II,35
40054,Las Américas II,35
40060,Adolfo López Mateos,35
40060,Jardines,35
40060,Ruffo Figueroa,35
40060,Unidos Por Guerrero,35
40060,20 de Noviembre,35
40060,Jardines de San Andrés,35
40060,Plan de Iguala,35
40060,Florida,35
40060,Mezquital,35
40060,Los Pinos,35
40066,Niños Héroes,35
40067,Potrero,35
40068,Cuauhtémoc,35
40068,Magdaleno J Ocampo,35
40068,Magisterial,35
40070,Valle del Sol,35
40070,Jacarandas,35
40070,Progreso,35
40070,San Gerardo,35
40080,Alberto Román Arellano,35
40080,CNOP,35
40080,24 de Febrero,35
40080,Vicente Guerrero,35
40080,El Capire,35
40080,Del Seguro Social,35
40080,Cosmos,35
40080,Campestre Altamira,35
40083,Génesis,35
40083,Mota,35
40083,Fermín Rabadán Cervantes,35
40083,California,35
40090,Burócrata,35
40090,La Floresta,35
40090,Joyas de Iguala,35
40095,Raul Tovar y de Teresa,35
40095,La Palma,35
40095,Tomatal,35
40095,San Juan,35
40095,Central Campesina,35
40095,Valle Dorado,35
40096,Las Margaritas,35
40096,Abrazo de Acatempan,35
40096,Morelos,35
40096,René Juárez,35
40097,Nacin Curi,35
40099,San Ángel,35
40106,Ficus,35
40109,Álvaro Obregón,35
40110,Joya de Pantla,35
40112,El Tomatal (Kilómetro 128),35
40130,Los Ojitos,34
40130,Sentimientos de la Nación,34
40130,El Mirador,34
40130,Benito Juárez,34
40130,Cantarranas,34
40130,Huitzuco Centro,34
40130,Cristo Rey,34
40130,Chapulixtlal,34
40130,Ejidal,34
40130,Vicente Guerrero (El Bonete),34
40130,El Lucero,34
40130,El Real,34
40130,La Lama,34
40130,Las Pilitas,34
40130,Las Trincheras,34
40130,Los Pilares,34
40130,La Nopalera,34
40130,Salcingo,34
40130,El Tanque Rojo,34
40130,Tepeyac,34
40130,20 de Noviembre,34
40130,28 de Febrero,34
40130,Los Guajitos,34
40130,Emiliano Zapata,34
40130,La Cruz,34
40130,Brisas del Real,34
40130,La Joya,34
40130,El Llano,34
40160,Tepecoacuilco Centro,59
40160,Lázaro Cárdenas,59
40160,Padre Jesús,59
40160,Ejidal,59
40160,La Vima,59
40160,Las Arboledas,59
40180,Zumpango del Río Centro,75
40182,Del PRI,75
40185,Rubén Figueroa,75
40186,Loma Bonita,75
40186,San Antonio,75
40186,Santa Cecilia,75
40186,Sagrado Corazón,75
40187,San Martín,75
40187,Independencia,75
40187,Zompanzi,75
40188,San José,75
40188,Virgen de Juquila,75
40188,Universal,75
40189,Tulipanes,75
40200,Taxco de Alarcón Centro,55
40210,Villas Marbel,55
40210,El Potrero,55
40210,Lomas de Taxco,55
40211,Ruffo Figueroa,55
40212,Casallas,55
40214,El Espejo,55
40214,El Arenal,55
40220,Agua Blanca,55
40220,El Mineros,55
40222,La Mulata,55
40224,Las Zarzas,55
40225,Península Ahuacatitlán,55
40226,Los Cardenistas,55
40227,La Indita,55
40230,El Minero,55
40240,Exconvento,55
40260,La Mora,55
40272,El Gigante,55
40273,Emiliano Zapata,55
40273,Zacazontla,55
40273,Los Pocitos,55
40273,Del PRI,55
40275,C. N. O. P,55
40293,Capilintla,55
40305,El Cedrito,55
40330,Buenavista de Cuellar Centro,15
40333,Las Palmas,15
40334,San Antonio,15
40335,Jardines del Agua Nueva,15
40336,Guadalupe,15
40337,La Huerta,15
40338,Tlachichilpa,15
40400,12 de Mayo,58
40400,Benito Juárez,58
40400,Teloloapan Centro,58
40400,El Boliche,58
40400,El Calvario,58
40400,El Coporito,58
40400,El Chicuicuilt,58
40400,El Sabino,58
40400,Emiliano Zapata,58
40400,Eutimio Pinzón,58
40400,ISSSTE,58
40400,Ixcaltitlán,58
40400,La Copalera,58
40400,Las Pilas,58
40400,Lindavista,58
40400,Lomas de Atliaca,58
40400,Mexicapan,58
40400,Miguel Hidalgo,58
40400,Niños Héroes,58
40400,San Andrés,58
40400,San Miguel,58
40400,20 de Noviembre,58
40400,Vicente Guerrero,58
40400,Tianquizolco Ixticapan,58
40400,Rubén Figueroa,58
40400,Ampliación Benito Juárez,58
40400,El Resumidero,58
40400,Sol Azteca,58
40400,Xaxalpa,58
40400,Guadalupana,58
40400,Pedregal,58
40400,Las Flores,58
40400,El Encanto,58
40410,Rincón del Sauce,58
40420,El Tanque (Tanque Alto),58
40420,Valle de Xóchil,58
40422,La Concordia,58
40500,Adrés Manuel López Obrador,7
40500,Arcelia Centro,7
40500,Deportiva,7
40500,La Minita,7
40500,Lindavista,7
40500,Juan N Alvarez,7
40500,Jardines,7
40500,Ejidal,7
40500,Emiliano Zapata,7
40500,Cueramera,7
40500,Progreso,7
40500,Nerey,7
40500,Vista Hermosa,7
40500,Héroes Surianos,7
40500,Emperador Cuauhtémoc,7
40500,Reforma Lázaro Cárdenas,7
40500,Anselmo Gómez,7
40500,Comisión Río Balsas,7
40500,Loma Bonita,7
40500,Las Palmitas,7
40535,Apaxtla de Castrejón Centro,6
40535,Comisión Federal de Electricidad,6
40537,Chapulicera,6
40537,Emiliano Zapata,6
40537,Industrial,6
40537,Unidad Deportiva,6
40538,Adrián Castrejón,6
40538,Lázaro Cárdenas,6
40539,El Charco,6
40539,Nanchicahuite,6
40539,Tepeyac,6
40600,Magisterial,67
40600,Cuetzala,67
40600,El Calvario,67
40600,Esquipula,67
40600,Guadalupano,67
40600,Petatlan,67
40600,San Isidro,67
40600,San Jerónimo,67
40600,Tecapulco,67
40600,Tlapehuala Centro,67
40600,Almoloyita del Río,67
40600,Cajarito,67
40600,Tupatarillo,67
40600,Nueva,67
40600,Zaragoza,67
40605,Juárez,67
40635,Cutzamala de Pinzón Centro,27
40636,El Divisadero,27
40650,El Tamarindo,27
40660,Centro Poniente,50
40660,Ciudad Altamirano Centro,50
40661,Progreso,50
40662,Esquipula,50
40662,La Estación,50
40662,Lázaro Cárdenas,50
40662,Timangaro,50
40662,Vicente Guerrero,50
40663,Heriberto Castillo,50
40664,Bicentenario,50
40664,Cirián Gordo,50
40664,Lindavista,50
40664,Río Balsas,50
40664,Lomas del Valle,50
40665,Costita,50
40665,Morelos,50
40665,San Remo Italia,50
40670,Los Tulipanes,50
40675,Sinahua,50
40678,Tierra Blanca,50
40681,Los Reyes,64
40705,Coyuca de Catalán Centro,22
40706,La Calera,22
40706,El Calvario,22
40708,San Antonio,22
40708,La Alameda,22
40709,Guadalupana,22
40709,Lindavista,22
40709,El Capire,22
40709,Tierra Colorada,22
40730,Cruz Verde,3
40730,Santacruz,3
40731,San Lorenzo,3
40760,Cuambio,73
40760,Buenos Aires,73
40760,Zirándaro Centro,73
40760,El Ranchito,73
40760,La Poza,73
40760,San Agustin,73
40760,El Barrio,73
40800,La Unión Centro,68
40800,Deportiva,68
40800,El Entronque,68
40800,Las Palmitas,68
40800,Lindavista,68
40800,Texas,68
40800,Ejidal,68
40800,Nuevo Amanecer,68
40800,El PRI,68
40800,La Payla,68
40850,Petatlan Centro,48
40852,Benito Juárez,48
40852,Las Flores,48
40852,Las Mesas,48
40852,Vicente Guerrero,48
40852,La Obrera,48
40852,Barrio Nuevo,48
40853,El Cayuco,48
40853,Deportiva,48
40853,Gustavo Diaz Ordaz,48
40853,Las Palmas,48
40853,La Pintada,48
40854,La Esmeralda,48
40855,Burócrata,48
40855,Emiliano Zapata,48
40855,Morelos,48
40855,Ejidal,48
40855,El Barrozal,48
40855,El Olivo,48
40855,Los Pinos,48
40880,El Hujal,38
40882,El Paraíso,38
40882,Los Reyes (Las Chiveras),38
40882,Ampliación las Chiveras,38
40882,La Quebradora,38
40882,Villa Hermosa (Las Pozas),38
40883,Zona Hotelera I,38
40884,Ixtapa las Palmas,38
40884,Ixtapa,38
40884,Zona Hotelera II,38
40888,Aeropuerto,38
40890,La Laja,38
40890,Zihuatanejo Centro,38
40893,Lomas del Quebrachal,38
40893,CTM,38
40893,16 de Mayo,38
40893,El Barril II,38
40893,El Barril III,38
40893,Miramar,38
40893,20 de Noviembre,38
40893,El Barril,38
40893,La Presa,38
40893,Agua de Correa,38
40894,12 de Marzo Parte Alta,38
40894,La Madera,38
40894,Progreso,38
40894,Ampliación Progreso Parte Alta,38
40894,12 de Marzo,38
40894,El Embalse,38
40894,Amuzgos,38
40894,Darío Galeana,38
40894,La Joya,38
40894,José María Morelos,38
40894,INFONAVIT la Boquita,38
40894,El Calechoso,38
40894,Nuevo Amanecer,38
40894,La Esperanza,38
40894,Lomas del  Riscal,38
40894,16 de Septiembre,38
40894,Loma Bonita,38
40895,La Ropa,38
40896,El Mirador,38
40896,Emiliano Zapata,38
40896,Ignacio Manuel Altamirano,38
40896,Cuauhtémoc,38
40896,Lázaro Cárdenas,38
40896,Primer Paso Cardenista,38
40896,El Almacén,38
40896,Benito Juárez,38
40896,Las Mesas,38
40896,6 de Enero,38
40897,Buenos Aires,38
40897,Vaso de Miraflores,38
40897,Vicente Guerrero,38
40897,24 de Abril,38
40897,El Limón,38
40897,El Paraíso,38
40897,Aquiles Serdán,38
40897,Convergencia,38
40900,Tecpan de Galeana Centro,57
40900,Del PRI,57
40900,El Capire,57
40900,El Cerrito,57
40900,El Fortín,57
40900,El Paracatal,57
40900,El Tanque,57
40900,El Tepetate,57
40900,Emiliano Zapata,57
40900,Francisco I Madero,57
40900,Hermenegildo Galeana,57
40900,Jesús María,57
40900,La Capilla,57
40900,La Lagunilla,57
40900,Las Tunas,57
40900,Lindavista,57
40900,Ramos,57
40900,Revolución,57
40900,Vicente Guerrero,57
40900,El Corte,57
40900,Ajuquiac,57
40900,Caballero Aburto,57
40900,Vista Hermosa,57
40900,Manuel Abarca,57
40900,Loma Bonita,57
40904,El Alto,57
40905,Reforma,57
40905,Tepetate,57
40905,El Bajo,57
40906,Cuauhtémoc,57
40906,Chincharrosa,57
40906,Guadalupe,57
40906,Vista Hermosa,57
40906,San Luis de La Loma Centro,57
40906,Hermenegildo Galeana,57
40906,El Panteón,57
40906,Ciudad Perdida,57
40913,20 de Noviembre,57
40922,Diana Laura,57
40930,Acapulquito,11
40930,Antonio Campos,11
40930,Benito Juárez,11
40930,Atoyac de Álvarez Centro,11
40930,18 de Mayo,11
40930,El Chico,11
40930,El Parazal,11
40930,Francisco Villa,11
40930,Insurgentes Morelos,11
40930,Juan N Alvarez,11
40930,La Florida,11
40930,La Mártires,11
40930,La Pindecua,11
40930,La Villita,11
40930,Las Palmeras,11
40930,Loma Bonita,11
40930,Lomas del Sur,11
40930,Manuel Téllez,11
40930,Silvestre Mariscal,11
40930,Moderna,11
40930,Santa Dorotea,11
40930,Sonora,11
40930,Vicente Guerrero,11
40930,Vicente Guerrero,11
40937,Lázaro Cárdenas,11
40939,Buenos Aires,11
40966,San Jerónimo de Juárez Centro,14
40966,San José,14
40966,Hidalgo,14
40966,Del Maestro,14
40966,Industrial,14
40966,Vista Hermosa,14
40966,Loma Bonita,14
40966,Mirador,14
40966,Solidaridad,14
40966,Huizache,14
