"d_codigo";"d_asenta";"fk_c_CP"
30786;"Nuevo Mundo II";7089
30786;"Nuevo Mundo III";7089
30786;"Nuevo Mundo San Antonio";7089
30786;"Maria Eugenia";7089
30786;"San Antonio Cebadilla";7089
30786;"Pedregal San Antonio";7089
30786;"El Paraiso";7089
30787;"Azteca";7089
30787;"La Esmeralda";7089
30788;"extasis";7089
30788;"Santa Clara";7089
30788;"13 de Septiembre";7089
30788;"Buena Vista";7089
30788;"Los Reyes";7089
30788;"San Francisco";7089
30788;"Las Torres";7089
30789;"San Antonio Cahoacan";7089
30789;"Venustiano Carranza";7089
30789;"Brisas del Cahuacan";7089
30789;"Santa Maria la Ribera";7089
30790;"Benito Juarez";7089
30790;"Calcaneo Beltran";7089
30790;"2 Islas";7089
30790;"Joaquin del Pino";7089
30790;"Nueva España";7089
30790;"11 de Septiembre";7089
30790;"Pacifico";7089
30790;"Reforma";7089
30790;"San Sebastian";7089
30790;"Flor Blanca";7089
30790;"Damigas";7089
30790;"Belisario Dominguez";7089
30790;"El Carmen Maravillas";7089
30790;"Hermosa Provincia";7089
30790;"Flores de Tapachula";7089
30790;"Jose Marti";7089
30793;"Doroteo Arango";7089
30793;"Texcuyuapan";7089
30793;"2 de Marzo";7089
30793;"Los Pinos";7089
30793;"Santa Barbara del Bosque";7089
30794;"Morelos";7089
30794;"La Española";7089
30794;"San Miguel";7089
30794;"20 de Noviembre";7089
30795;"Emiliano Zapata";7089
30795;"Pobres Unidos";7089
30795;"Teofilo Acebo";7089
30795;"Villa las Flores";7089
30795;"Pedregal San angel";7089
30795;"Esquipulas II";7089
30795;"Los Claveles";7089
30796;"Nueva Jerusalem";7089
30796;"Maya Sol";7089
30796;"Montebello";7089
30797;"Cantarranas";7089
30797;"Santa Lucia";7089
30797;"Los Cocos";7089
30797;"El Suspiro";7089
30797;"Procasa";7089
30797;"Didier Fuente Villa";7089
30797;"Teofilo Acebo";7089
30798;"Llano de La Lima";7089
30798;"Raymundo Enriquez";7089
30798;"San Isidro";7089
30798;"Bienestar Social";7089
30798;"El Arenal";7089
30798;"Olimpia";7089
30798;"Unidad y Fuerza";7089
30798;"Ojo de Agua";7089
30798;"Los Pinos";7089
30798;"Jubileo 2000";7089
30799;"El Confite";7089
30799;"Hortalizas Japonesas";7089
30799;"La Popular 2";7089
30799;"Francisco Sarabia";7089
30799;"Palmeiras";7089
30799;"Nuevo Milenio";7089
30799;"Los Lirios";7089
30799;"Aviacion";7089
30799;"Los Sauces";7089
30799;"Adolfo Zamora";7089
30799;"La Soledad";7089
30803;"Reforma (San Antonio)";7089
30805;"Soledad y Progreso";7089
30805;"San Vicente";7089
30805;"Barrio Nuevo";7089
30805;"Vega de Malacate";7089
30805;"Vega de los Molinos";7089
30806;"Emiliano Zapata";7089
30810;"Las Delicias";7089
30816;"San Agustin Jitotol";7089
30816;"Los angeles";7089
30816;"Carrillo Puerto Sur";7089
30816;"Hermosillo";7089
30817;"Quince de Febrero";7089
30820;"Camino Verde";7089
30820;"San Antonio";7089
30824;"Chapultepec";7089
30825;"Buenaventura";7089
30825;"Acaxman";7089
30825;"Feliciano Renauld (San Francisco)";7089
30825;"Villa las Lomas";7089
30825;"Las Cruces";7089
30825;"Villa las Rosas";7089
30826;"Viva Mexico";7089
30826;"Pacayalito";7089
30826;"Pacayalito 3";7089
30826;"Pacayalito";7089
30826;"Union Miramar Ampliacion";7089
30827;"Cebadilla 1ra. Seccion";7089
30830;"Puerto Madero Centro";7089
30830;"Cabildos";7089
30830;"Villa del Sol";7089
30830;"Playa San Benito";7089
30830;"Escolleras";7089
30830;"2 de Julio";7089
30830;"Nueva San Benito Abad";7089
30830;"Buenavista";7089
30830;"Los Manguitos";7089
30830;"San Agustin";7089
30830;"23 de Noviembre";7089
30830;"Belisario Dominguez";7089
30830;"San Benito Abad";7089
30830;"Islas Perdidas";7089
30830;"Brisas del Mar";7089
30832;"Nuevo Milenio";7089
30833;"Las Tinajas 2da. Seccion";7089
30833;"Tinajas 3ra. Seccion";7089
30833;"Nueva Dalia";7089
30833;"Jaritas";7089
30837;"Barra de Cahoacan (Las Gaviotas)";7089
30840;"Vista Alegre";7087
30840;"Ciudad Hidalgo Centro";7087
30840;"El Rosario";7087
30840;"El Roblar";7087
30840;"Plan Aleman";7087
30840;"El Transito";7087
30840;"26 de Julio";7087
30840;"San Juan";7087
30840;"24 de Febrero";7087
30840;"Emiliano Zapata";7087
30840;"Sagrado Corazon de Jesus";7087
30840;"Suchiate 90";7087
30840;"La Arboleda";7087
30840;"San Jose";7087
30840;"San Caralampio";7087
30844;"Ignacio Lopez Rayon";7087
30845;"Dorado Nuevo";7087
30846;"La Trinidad (Cosalapa)";7087
30849;"Pino Suarez";7087
30850;"San Raquel";7035
30860;"San Judas Tadeo";7055
30869;"El Sur de Guillen";7102
30870;"1ra. Seccion de Medio Monte";7102
30870;"2da. Seccion de Medio Monte";7102
30870;"Fraccion Vida Mejor Francisco Villa";7102
30874;"Seccion la Granja";7102
30875;"Seccion Toma la Galera";7102
30881;"San Jeronimo";7105
30884;"San Isidro";7105
30890;"Santa Lucia";7015
30890;"Cacahoatan Centro";7015
30900;"Motozintla de Mendoza Centro";7057
30900;"Reforma";7057
30900;"Ampliacion San Lucas";7057
30900;"4 de Octubre";7057
30900;"Campanas";7057
30900;"El Mojon";7057
30900;"Los Cerritos";7057
30900;"San Francisco (Barrio el Mojon)";7057
30900;"Tierra Linda (Vuelta Caracol)";7057
30902;"Ampliacion Nueva Reforma";7057
30902;"Loma Bonita";7057
30902;"Tenan";7057
30903;"La Mina";7057
30903;"Llano Grande";7057
30903;"Loma Bonita";7057
30903;"Plan Grande";7057
30903;"Progreso";7057
30904;"Las Cruces";7057
30904;"Nuevo Milenio Tolimam Dos";7057
30904;"Nuevo Milenio Tolimam Uno";7057
30905;"Las Nubes";7057
30905;"Nuevo Poblado el Cipresal";7057
30905;"Veinte de Abril";7057
30906;"Ampliacion Tres de Mayo";7057
30906;"San Fernando";7057
30907;"Matasano";7057
30910;"Doce de Diciembre";7057
30910;"Nuevo Milenio 1 El Paraiso";7057
30910;"Nuevo San Geronimo";7057
30910;"San Jeronimo";7057
30911;"Maiz Blanco";7057
30911;"Nuevo Ixtepec";7057
30911;"San Dimas";7057
30915;"Barrio Nuevo";7057
30915;"El Pinito";7057
30915;"Las Nubes";7057
30917;"Checute";7057
30918;"Los Alisos";7057
30918;"Nuevo Triunfo (Año de Juarez)";7057
30927;"Nuevo Poblado";7053
30946;"Granadillal Guanajuato";7006
30946;"La Carpa San Jose Obrero";7006
30980;"Las Nubes";7080
30980;"Plan Grande";7080
30980;"Los Mezcales";7080
30983;"Monte Verde";7080
30983;"La Mesita";7080
30983;"Las Brisas";7080
30983;"Guadalupe";7080
30990;"Campo Aereo";7125
30990;"La Soledad";7125
30990;"La Violeta";7125
30992;"Cruz Grande";7125
30997;"Villa Nueva";7125
30997;"Buenos Aires";7125
31000;"Chihuahua Centro";8019
31000;"Sector Bolivar";8019
31000;"Parque Rotario";8019
31000;"Colon";8019
31020;"Santa Rita";8019
31020;"Inalambrica";8019
31020;"Sector Salud";8019
31020;"Cuarteles";8019
31020;"Herradura Pdu";8019
31020;"Linss";8019
31020;"Rubio";8019
31020;"Las Huertas";8019
31030;"Pacifico";8019
31030;"Francisco I. Madero";8019
31030;"Rosario";8019
31034;"Gustavo Diaz Ordaz";8019
31034;"Reforma";8019
31034;"Ampliacion Reforma";8019
31034;"Ferrocarrilera";8019
31034;"Ampliacion Gustavo Diaz Ordaz";8019
31050;"Santa Rosa";8019
31050;"Pablo Amaya Norte";8019
31050;"Pablo Amaya Sur";8019
31050;"Bellavista";8019
31050;"Melchor Ocampo";8019
31050;"Dale";8019
31054;"Cerro Grande";8019
31054;"Las Vencedoras";8019
31054;"Loma Alta";8019
31054;"San Agustin";8019
31054;"San Jorge";8019
31054;"San Lazaro";8019
31054;"San Juan";8019
31054;"Unidad Proletaria";8019
31054;"Valle Escondido";8019
31054;"Villa Dolores";8019
31054;"Adelitas";8019
31060;"San Rafael";8019
31060;"Barrio de Londres";8019
31060;"La Joya";8019
31060;"La Minita";8019
31060;"Lealtad I";8019
31060;"San Fernando";8019
31060;"Puerta del Sol";8019
31060;"San Miguel";8019
31060;"Madera 65";8019
31063;"Marmol Viejo";8019
31063;"15 de Enero";8019
31063;"17 de Junio";8019
31063;"Alianza Popular";8019
31063;"Chulavista I";8019
31063;"Chulavista II";8019
31063;"Cumbres del Sur I";8019
31063;"Cumbres del Sur II";8019
31063;"Desarrollo Urbano";8019
31063;"Dorados de Villa";8019
31063;"Lazaro Cardenas";8019
31063;"Manuel Bernardo Aguirre";8019
31063;"Marmol I";8019
31063;"Marmol II";8019
31063;"Marmol III";8019
31063;"Ampliacion las Adelitas";8019
31063;"Leandro Valle";8019
31064;"Integracion de la Sociedad";8019
31064;"Villa Juarez";8019
31064;"27 de Noviembre";8019
31064;"Felipe angeles";8019
31064;"Libertad";8019
31064;"Mexico 91";8019
31064;"Miguel Hidalgo";8019
31064;"Misael Nuñez";8019
31064;"Plan de Ayala";8019
31064;"Rigoberto Quiroz";8019
31064;"Ampliacion Rigoberto Quiroz";8019
31064;"Sector Reloj";8019
31064;"Ricardo Flores Magon";8019
31064;"Ampliacion Ricardo Flores Magon";8019
31064;"Division del Norte Etapa I, II y III";8019
31065;"Tres Marias";8019
31065;"3 de Mayo";8019
31065;"Clara Cordova";8019
31065;"Granjas Cerro Grande";8019
31065;"Toribio Ortega";8019
31065;"Vista Hermosa";8019
31065;"Casa Blanca Sur";8019
31065;"Los Llanos";8019
31065;"Luis Donaldo Colosio";8019
31065;"Secretaria de la Marina";8019
31065;"Ejidal";8019
31065;"Divisadero";8019
31065;"Mezquites";8019
31065;"Santa Elena";8019
31065;"Ladrilleros";8019
31065;"Jorge Barousse";8019
31065;"Las Cruces";8019
31065;"La Soledad";8019
31065;"San Martin";8019
31066;"San Agustin";8019
31066;"Praderas";8019
31066;"Valle Dorado";8019
31066;"11 de Febrero";8019
31066;"Sep";8019
31066;"Las Flores";8019
31066;"Granjas Villa Juarez";8019
31066;"Valle del Sur";8019
31066;"Las Torres";8019
31074;"Avalos";8019
31074;"1 de Mayo";8019
31074;"Crucero";8019
31074;"Ampliacion 1 de Mayo";8019
31074;"Veteranos de la Revolucion";8019
31075;"Ampliacion Crucero";8019
31075;"Cruz del Sur";8019
31075;"Morse";8019
31075;"Las Margaritas";8019
31075;"Diana Laura Rojas de Colosio";8019
31075;"El Huerto";8019
31075;"Nogales";8019
31075;"San angel";8019
31075;"Bahias";8019
31075;"Olimpica";8019
31075;"Mexico";8019
31075;"Las Garzas";8019
31076;"Ladrillera Sur";8019
31100;"Las Granjas";8019
31100;"Militar";8019
31100;"Lagos";8019
31100;"Karike";8019
31100;"Lomas Vallarta";8019
31100;"Roma III y IV";8019
31100;"San Ignacio";8019
31100;"Zaragoza";8019
31100;"San Jorge";8019
31104;"Abraham Gonzalez";8019
31104;"Altamira";8019
31104;"Basaseachi";8019
31104;"Brisas del Real";8019
31104;"Cerocahui";8019
31104;"Chihuahua I";8019
31104;"Esperanza";8019
31104;"Francisco I. Madero";8019
31104;"Insurgentes";8019
31104;"Miramar";8019
31104;"Riso Aros (Santa Clara)";8019
31104;"Rincon del Lago";8019
31104;"Roma II";8019
31104;"Santa Barbara";8019
31104;"Satelite";8019
31104;"Versalles";8019
31104;"Chihuahua III";8019
31104;"Chihuahua II";8019
31105;"Adolfo Lopez Mateos";8019
31105;"Cosmos";8019
31105;"Verde";8019
31105;"Los Saucos";8019
31106;"Continental";8019
31106;"San Vicente";8019
31106;"Rio Grande";8019
31107;"Panoramico";8019
31107;"Los Frailes";8019
31107;"San Pablo";8019
31110;"Arboledas I";8019
31110;"Arboledas IV";8019
31110;"Colinas del Sol I y II";8019
31110;"Lomas del Sol II";8019
31110;"San Andres";8019
31110;"Argentina";8019
31110;"Saucito";8019
31110;"Los Mezquites";8019
31110;"Arboledas II";8019
31110;"Arboledas III";8019
31110;"Arboledas V";8019
31114;"Lomas del Sol I";8019
31114;"Charros";8019
31114;"Colinas del Sol III";8019
31120;"Nacional";8019
31120;"Churubusco";8019
31120;"Laura Leticia";8019
31120;"Lomas Karike";8019
31120;"Lourdes";8019
31120;"Paquime";8019
31123;"Diego Lucero";8019
31123;"Bahias";8019
31123;"Nuevo Paraiso";8019
31123;"Ignacio Rodriguez";8019
31123;"Felipe angeles";8019
31124;"Ignacio Allende";8019
31124;"Constituyentes";8019
31124;"Unidad";8019
31124;"Villa Dorada";8019
31124;"Oscar Flores Sanchez";8019
31124;"Rinconada Universidad";8019
31125;"Deportistas";8019
31125;"Mexico 68";8019
31125;"Ampliacion Insurgentes";8019
31125;"Real Universidad";8019
31125;"Insurgentes I";8019
31125;"Insurgentes II";8019
31125;"Renovacion";8019
31125;"Paseos de Chihuahua";8019
31125;"Los Huertos";8019
31126;"Tierra y Libertad";8019
31126;"24 de Junio";8019
31126;"San Jose";8019
31126;"Anexo Barbarita";8019
31126;"22 de Septiembre";8019
31130;"CTM (Ortiz)";8019
31130;"Gloria";8019
31130;"Juan Escutia";8019
31130;"Monaco";8019
31130;"Niños Heroes";8019
31130;"Rincones de San Andres";8019
31134;"Oasis Revolucion";8019
31134;"La Franja";8019
31134;"San Patricio I y II";8019
31134;"Sector Independencia";8019
31134;"2 de Junio";8019
31134;"Francisco Villa";8019
31135;"CDP";8019
31135;"Francisco Dominguez";8019
31135;"Revolucion";8019
31136;"Chihuahua 2000 I Etapa";8019
31136;"Chihuahua 2000 II Etapa";8019
31136;"Las Alamedas";8019
31136;"Jose Maria Ponce de Leon";8019
31136;"Sergio de la Torre Hernandez";8019
31136;"Chihuahua 2094";8019
31137;"20 Aniversario";8019
31137;"Vida Digna";8019
31137;"Constituyentes";8019
31137;"Francisco Ruiz Massieu";8019
31137;"Inti Peredo";8019
31137;"Jose Vasconcelos";8019
31137;"Juan Guereca";8019
31137;"Ampliacion Juan Guereca";8019
31137;"Laderas";8019
31137;"Magisterial Solidaridad";8019
31137;"Miguel Sigala";8019
31137;"Niños Heroes";8019
31137;"Pedro Dominguez";8019
31137;"Los Portales";8019
31137;"Pozos del Valle";8019
31137;"Rodolfo Fierro";8019
31137;"Maria Elena Hernandez";8019
31137;"Santa Cecilia";8019
31137;"Tarahumara";8019
31137;"Vicente Guereca";8019
31137;"Luis Donaldo Colosio Murrieta";8019
31137;"Luis Fuentes Mares";8019
31137;"Atanacio Ortega";8019
31137;"Antorcha Popular";8019
31137;"El Porvenir";8019
31137;"Progreso Nacional";8019
31137;"Villa del Norte";8019
31137;"Dumas";8019
31137;"Solidaridad Popular";8019
31140;"Nuevo Triunfo";8019
31140;"Las Quintas";8019
31140;"Santo Tomas";8019
31140;"Integracion";8019
31140;"Nuevo Horizonte";8019
31140;"Mexico";8019
31143;"Las Torres";8019
31143;"Roberto Orozco";8019
31143;"Rancho Las Conchitas";8019
31144;"Real de Minas";8019
31150;"Nombre de Dios";8019
31150;"Luz Maria";8019
31150;"San Carlos";8019
31150;"Morelos";8019
31153;"Grutas de Nombre de Dios Chihuahua";8019
31183;"Granjas del Valle";8019
31184;"Riberas del Sacramento I y II";8019
31184;"Agricola Francisco Villa";8019
31186;"Ladrilleros Norte";8019
31200;"La Cima";8019
31200;"Santo Niño";8019
31200;"Altavista";8019
31200;"Magisterial Universidad";8019
31200;"Unidad Tecnologico";8019
31200;"De la Madre (10 de Mayo)";8019
31203;"San Felipe I";8019
31203;"San Felipe II";8019
31203;"San Felipe III";8019
31203;"San Felipe IV";8019
31203;"San Felipe V";8019
31203;"Angel Trias";8019
31203;"Leones Universidad";8019
31203;"Vicente Guerrero";8019
31203;"Parques de San Felipe";8019
31203;"Ampliacion Parques de San Felipe";8019
31203;"San Felipe Viejo";8019
31203;"Unidad Universidad";8019
31204;"El Palomar";8019
31204;"Emiliano Zapata";8019
31205;"Mirador";8019
31205;"Los Sicomoros";8019
31205;"La Lomita";8019
31205;"Las Palmas";8019
31205;"Arquitos";8019
31205;"Vista Hermosa";8019
31205;"Fuentes del Santuario";8019
31206;"Lomas del Santuario";8019
31206;"Vista del Sol";8019
31206;"Avicola II";8019
31206;"Herradura la Salle";8019
31206;"Pablo Gomez";8019
31207;"Avicola I";8019
31207;"Puerta de Hierro";8019
31207;"Cerrada Vista Real";8019
31210;"Panamericana";8019
31210;"Americas";8019
31210;"Burocrata Estatal";8019
31210;"Presidentes";8019
31210;"Recursos Hidraulicos";8019
31210;"Fidel Velazquez";8019
31210;"Progreso";8019
31210;"Ampliacion Americas";8019
31210;"Rincon de San Felipe";8019
31210;"San Felipe VI";8019
31213;"Campanario";8019
31213;"Club Campestre";8019
31213;"Vistas Campestre";8019
31213;"Campanario II";8019
31213;"Campanario III";8019
31213;"Campanario IV";8019
31213;"Campanario III a";8019
31213;"Campanario III b";8019
31213;"Campanario III c";8019
31214;"Quintas del Sol";8019
31214;"Argeo";8019
31214;"La Cañada";8019
31214;"Quintas del Sol II";8019
31214;"Las aguilas";8019
31214;"Lomas la Salle";8019
31214;"Montana";8019
31214;"Virreyes I";8019
31214;"Virreyes II";8019
31214;"Vermont";8019
31214;"Quintas del Sol III";8019
31215;"Haciendas Santa Fe";8019
31215;"Arcadas";8019
31215;"Los Cedros";8019
31215;"Haciendas I";8019
31215;"Haciendas II";8019
31215;"Haciendas III";8019
31215;"Haciendas IV";8019
31216;"La Haciendita";8019
31216;"Predio la Cantera";8019
31217;"Haciendas del Valle I";8019
31217;"Haciendas del Valle II";8019
31217;"Colinas del Valle";8019
31300;"Arcadias II";8019
31300;"Barrio del Norte";8019
31300;"Junta de los Rios";8019
31300;"San Juan Bautista";8019
31300;"San Rene";8019
31300;"Ampliacion Junta de los Rios (B)";8019
31300;"Vistas del Sacramento";8019
31300;"San Francisco";8019
31300;"San Marcos";8019
31304;"Industrial";8019
31304;"Hacienda de la Flor";8019
31304;"Josefa Ortiz de Dominguez";8019
31304;"La Junta";8019
31304;"Ferrocarrilera";8019
31310;"Cerro Prieto";8019
31310;"Paso del Norte";8019
31310;"Rodolfo Aguilar";8019
31313;"Rancho Guadalupe (Labor de Guadalupe)";8019
31313;"Valle de Chihuahua";8019
31314;"Lindavista";8019
31314;"Florida";8019
31350;"Popular";8019
31350;"Arquitectos";8019
31350;"Benito Juarez";8019
31350;"Cazadores";8019
31350;"Che Guevara";8019
31350;"Obrera";8019
31350;"Roma Sur";8019
31350;"Tiradores";8019
31350;"Montecarlo";8019
31350;"Chihuahuense";8019
31370;"Lealtad";8019
31370;"Plomeros";8019
31370;"Ruben Jaramillo";8019
31370;"Ampliacion Ruben Jaramillo";8019
31370;"Independencia";8019
31375;"La Concordia";8019
31375;"Arturo Gamiz";8019
31375;"Ampliacion Arturo Gamiz";8019
31375;"Las Acacias";8019
31375;"Robinson Residencial";8019
31375;"Robinson Sector IV";8019
31375;"El Torreon";8019
31375;"2 de Octubre";8019
31375;"Antiguo Lienzo Charro";8019
31375;"Manuel Buendia";8019
31375;"Melchor Ocampo";8019
31375;"Obrera Vista Avalos";8019
31375;"Sector 3 Robinson";8019
31375;"Ladrilleros";8019
31375;"Charreria";8019
31375;"24 de Febrero";8019
31376;"Tabalaopa";8019
31376;"Los Girasoles";8019
31376;"Hacienda Tabalaopa";8019
31380;"Los Nogales";8019
31380;"Fundadores";8019
31384;"Aeropuerto";8019
31384;"Acequias de Tabalaopa I y II";8019
31410;"Guadalupe";8019
31410;"Campesina";8019
31410;"Begonias";8019
31410;"Campesina Nueva";8019
31414;"Peña Blanca";8019
31414;"Ramon Reyes";8019
31414;"Morelos";8019
31414;"Esperanza";8019
31414;"Miguel Hidalgo";8019
31414;"Martin Lopez";8019
31414;"Alfredo Chavez";8019
31415;"Campestre del Bosque";8019
31415;"Campestre las Alamedas";8019
31415;"Granjas Agropecuarias";8019
31416;"Los Pinos";8019
31416;"Universitaria Ampliacion II";8019
31416;"Universitaria Bella Vista";8019
31450;"Las Animas";8019
31453;"Zootecnia";8019
31455;"Valle de la Madrid";8019
31455;"Genaro Vazquez";8019
31456;"Francisco R. Almada";8019
31456;"Las Malvinas";8019
31456;"Pavis Borunda";8019
31456;"Aires del Sur";8019
31460;"Cerro de la Cruz";8019
31460;"San Martin";8019
31460;"Ramiro Valles";8019
31460;"David Alfaro Siqueiros";8019
31460;"PRI Municipal";8019
31470;"Margarita Maza de Juarez";8019
31470;"Brisas del Noroeste";8019
31470;"Burocrata Federal";8019
31470;"Universitaria Ampliacion I";8019
31500;"Ciudad Cuauhtemoc Centro";8017
31510;"Agricola San Antonio";8017
31510;"CTM";8017
31512;"El Corcel";8017
31512;"Pensiones Civiles";8017
31516;"Monte Carlo";8017
31520;"Ampliacion Barrio Lerdo";8017
31522;"Altavista";8017
31522;"Tomas Rodelas";8017
31522;"Arturo Rodriguez";8017
31522;"Jose Rodriguez";8017
31522;"A Maldonado";8017
31522;"Lazara Perez Vda. de S";8017
31523;"Miguel Sigala";8017
31523;"PRI I";8017
31523;"Salome Gallegos Sector";8017
31523;"PRI II";8017
31523;"Tarahumara";8017
31524;"Chano Duarte";8017
31524;"Tierra Nueva";8017
31524;"Tierra Nueva 2a Etapa";8017
31527;"Tierra y Libertad Sect. A";8017
31527;"Campesina";8017
31527;"La Esperanza";8017
31527;"Jose Maria Morelos";8017
31527;"Juan Estrada";8017
31527;"Pacheco y Vielmas";8017
31528;"Tierra y Libertad Sect. C";8017
31528;"H Loya Sector";8017
31528;"Francisco Hernandez Sector";8017
31529;"Tierra y Libertad Sect. B";8017
31529;"San Pedro";8017
31530;"Francisco Villa";8017
31530;"San Antonio";8017
31530;"INFONAVIT Revolucion";8017
31540;"Benito Juarez";8017
31540;"Niños Heroes";8017
31540;"Retornos del Sol";8017
31543;"Lomas Verdes";8017
31543;"Lomas del Campestre";8017
31543;"Ampliacion Valle de Anahuac";8017
31550;"Progreso";8017
31550;"Colinas del Puerto";8017
31560;"Burocrata";8017
31560;"Burocrata 2";8017
31560;"FOVISSSTE";8017
31570;"Ampliacion Francisco Villa";8017
31570;"Industrial";8017
31572;"Lazaro Cardenas";8017
31572;"Pascual Orozco";8017
31572;"Revolucion Mexicana";8017
31573;"Ciudadela";8017
31578;"Valle de Anahuac (Sector los Alamitos)";8017
31578;"Las Cuchillas";8017
31579;"Presidentes";8017
31579;"Emiliano Zapata";8017
31579;"La Cima";8017
31579;"Venustiano Carranza";8017
31579;"Ampliacion Lazaro Cardenas";8017
31580;"Guadalupe Victoria";8017
31590;"Reforma";8017
31590;"Republica";8017
31590;"Periodista";8017
31590;"Ampliacion Republica";8017
31600;"Anahuac Centro";8017
31600;"El Pino";8017
31600;"Solidaridad";8017
31600;"Lindavista";8017
31600;"Francisco Villa";8017
31600;"Parque Turistico";8017
31600;"El Pedregal";8017
31600;"Los Manzanos";8017
31600;"Laguna Azul";8017
31600;"Habitacion";8017
31600;"Bellavista";8017
31600;"Dr. Belisario Dominguez";8017
31604;"Campo Uno y Medio C";8017
31604;"Campo 2a";8017
31604;"Campo 2b";8017
31605;"Campo 1 B";8017
31605;"Campo 1 A";8017
31605;"Campo 24";8017
31605;"Campo 1.5";8017
31605;"Campo 1 C";8017
31605;"Campo Numero Treinta y Cuatro";8017
31606;"Loma Pelona";8017
31607;"Campo Numero Quince";8017
31607;"Campo Numero Dieciocho B";8017
31607;"Campo 22 1/2";8017
31607;"Campo 3a";8017
31607;"Campo 3b";8017
31607;"Campo 4";8017
31607;"Campo 6b";8017
31607;"Campo 18";8017
31607;"Campo 19";8017
31607;"Campo 20";8017
31607;"Campo 21";8017
31607;"Campo 22";8017
31607;"Campo 23";8017
31607;"Campo 25 . 5";8017
31607;"Campo 6.5 B";8017
31607;"Campo 4.5";8017
31607;"Campo Numero Cinco";8017
31607;"Campo 205";8017
31607;"Campo 25";8017
31607;"Campo 1 D";8017
31608;"Campo 6 1/2 C";8017
31608;"Campo 6 1/2 D";8017
31608;"Campo 6a";8017
31608;"Campo 6.5";8017
31608;"Campo 7a";8017
31608;"Campo 7b";8017
31608;"Campo 17";8017
31608;"Campo 15.5";8017
31608;"Campo 7 D";8017
31608;"Campo 7-C";8017
31608;"Campo 16";8017
31610;"Margarita Maza de Juarez (Las Margaritas)";8017
31610;"Vianna";8017
31610;"Obregon (Rubio)";8017
31610;"Campo Numero Ciento Uno";8017
31610;"Campo Numero Ciento Siete";8017
31610;"Campo Numero Ciento Quince";8017
31610;"Campo Numero Ciento Dieciocho";8017
31610;"Campo Numero Ciento Seis";8017
31610;"Campo Numero Ciento Nueve";8017
31611;"Campo 255";8017
31611;"La Union Campesina";8017
31612;"Chupaderos";8017
31612;"Maurilio Ortiz";8017
31612;"Nuevo Horizonte";8017
31612;"Reforma";8017
31613;"Campo Numero Ciento Dos y Medio";8017
31613;"Campo 11 1/2";8017
31613;"Campo 10 1/2";8017
31613;"Campo 10";8017
31613;"Campo 11";8017
31613;"Campo 102";8017
31613;"Campo 103";8017
31613;"Campo 100";8017
31614;"Kilometro 30 Corredor Comercial Manitoba";8017
31614;"Kilometro 29 Corredor Comercial Manitoba";8017
31614;"Campo 9";8017
31614;"Campo 12b";8017
31614;"Nicolas Bravo";8017
31614;"Campo 14 A";8017
31614;"Campo 12 A";8017
31614;"Campo 7 . 5";8017
31614;"Campo 8 B";8017
31614;"Campo 13";8017
31614;"Campo 8. 5";8017
31614;"Campo 8";8017
31614;"Campo 117";8017
31614;"Campo 14 B";8017
31615;"Campo 105";8017
31615;"Campo 108";8017
31615;"Campo 110";8017
31615;"Campo 113";8017
31615;"Campo 114";8017
31615;"Campo 104";8017
31615;"Campo 116";8017
31615;"Campo 112";8017
31620;"El Charco";8019
31620;"El Sauz";8019
31620;"Soto";8019
31623;"El Trillo";8019
31627;"El Sacramento";8019
31627;"Ocampo O Torreon";8019
31628;"Cuauhtemoc";8019
31628;"Hidalgo";8019
31628;"San Isidro O los Hoyos";8019
31630;"Nuevo Delicias";8019
31645;"Campo Sesenta y Uno";8054
31645;"Campo Treinta y Cinco (El Saucito)";8054
31645;"Campo Cuarenta y Cuatro";8054
31645;"Campo Cuarenta y Tres";8054
31645;"Campo Cincuenta";8054
31645;"Campo Treinta y Ocho";8054
31645;"Campo Treita y Ocho y Medio";8054
31645;"Campo Cuarenta y Seis";8054
31645;"Campo Treinta";8054
31645;"Campo Treinta y Cinco y Medio";8054
31645;"Campo Treinta y Dos";8054
31645;"Campo Treinta y Tres";8054
31645;"Campo Treinta y Uno";8054
31646;"Campo Sesenta y Tres";8054
31646;"Campo Setenta";8054
31646;"Campo Ochenta y Siete";8054
31646;"Campo Sesenta y Dos";8054
31646;"Campo Sesenta y Cuatro";8054
31646;"Campo Sesenta y Cinco";8054
31646;"Campo Sesenta y Seis";8054
31646;"Campo Sesenta y Siete";8054
31646;"Campo Sesenta y Ocho";8054
31646;"Campo Cuarenta (Carrizalillo)";8054
31646;"Campo Cincuenta y Cinco (La Cordovana)";8054
31646;"Campo Cincuenta y Nueve";8054
31646;"Campo Sesenta";8054
31646;"Campo Noventa y Uno";8054
31646;"Campo Cuarenta y Ocho";8054
31646;"Campo Sesenta y Cuatro B";8054
31646;"Campo Cuarenta y Dos";8054
31646;"Campo Setenta y Uno (Las Lajas)";8054
31646;"Campo Noventa y Dos";8054
31646;"Campo Noventa";8054
31646;"Campo Sesenta y Siete y Medio";8054
31646;"Campo Cincuenta y Nueve y Medio";8054
31646;"Campo Cuarenta y Cinco (Colonia Merced)";8054
31646;"Campo Cuarenta y Dos B";8054
31646;"Campo Cuarenta y Uno";8054
31646;"Campo Ochenta y Nueve";8054
31646;"Campo Ochenta y Siete y Medio";8054
31646;"Campo Sesenta y Cinco y Medio";8054
