"d_codigo";"d_asenta";"fk_c_CP"
55288;"Nezahualpilli";15033
55290;"Granjas Independencia";15033
55290;"Granjas Independencia Seccion A";15033
55290;"Granjas Independencia Seccion B";15033
55290;"Granjas Independencia Seccion C";15033
55290;"Solidaridad 90 (Martires de Rio Blanco)";15033
55295;"Ampliacion Pedro Ojeda Paullada";15033
55295;"Ampliacion Nicolas Bravo";15033
55295;"Franja Valle de Guadalupe";15033
55296;"Nicolas Bravo";15033
55297;"Heroes de Granaditas";15033
55298;"Ejercito del Trabajo III";15033
55299;"Ejercito del Trabajo I";15033
55300;"Piedra Grande";15033
55308;"Benito Juarez Xalostoc Norte";15033
55308;"Benito Juarez La Mesa";15033
55310;"Cuauhtemoc Xalostoc";15033
55316;"Ampliacion San Pedro Xalostoc";15033
55317;"El Arbolito Xalostoc";15033
55320;"El Cardonal Xalostoc";15033
55320;"El Nardo";15033
55320;"Santa Maria Xalostoc";15033
55330;"Tolotzin V";15033
55330;"5 de Septiembre";15033
55330;"Jardines de Xalostoc";15033
55330;"Las Vegas Xalostoc";15033
55330;"San Francisco Xalostoc";15033
55330;"Ampliacion San Francisco Xalostoc";15033
55330;"Prados de Xalostoc";15033
55330;"La Laguna 21";15033
55338;"Melchor Ocampo";15033
55340;"Benito Juarez Xalostoc";15033
55340;"Rustica Xalostoc";15033
55340;"Viveros de Xalostoc";15033
55347;"Ampliacion San Jose Xalostoc";15033
55349;"Urbana Ixhuatepec";15033
55360;"El Salado";15033
55360;"San Jose Xalostoc";15033
55369;"Ampliacion San Miguel Xalostoc";15033
55390;"San Miguel Xalostoc";15033
55404;"El Charco";15033
55404;"El Chamizalito";15033
55404;"El Charco II";15033
55405;"La Purisima";15033
55410;"Tecuescomac";15033
55410;"Lomas de San Carlos Cantera";15033
55410;"El Ostor";15033
55414;"Xochitenco";15033
55414;"El Parque";15033
55414;"Nueva Rufino Tamayo";15033
55414;"Tepetlac Texalpa";15033
55414;"La Nopalera 2a. Seccion Tulpetlac";15033
55414;"Lomas Verdes Tlaljuyaca";15033
55414;"Margarita Maza de Juarez";15033
55415;"Buenos Aires";15033
55415;"El Rosal";15033
55415;"Mexihuiloya";15033
55415;"El Almarcigo Norte";15033
55415;"El Almarcigo Sur";15033
55415;"Ampliacion Almarcigo";15033
55416;"Texalpa";15033
55416;"La Virgen";15033
55416;"Progreso Tlajoyuca";15033
55417;"Guadalupe Coatzochico";15033
55418;"Mexicalco I";15033
55418;"Rufino Tamayo";15033
55418;"Ampliacion Santa Maria Tulpetlac";15033
55418;"Cuauhtemoc";15033
55418;"El Callejon";15033
55418;"Progreso Chico Tulpetlac";15033
55418;"Mexicalco II y IV";15033
55418;"Mexicalco III";15033
55419;"Tlatempa";15033
55419;"El Cortijo";15033
55425;"Cerro Gordo";15033
55429;"Tepetzicasco";15033
55429;"La Cuesta Santa Clara";15033
55430;"Jose Maria Pino Suarez";15033
55459;"America Santa Clara";15033
55490;"Faja de Oro";15033
55490;"Miguel Hidalgo";15033
55498;"Heroes de la Independencia";15033
55506;"Buenavista";15033
55507;"La Palma";15033
55508;"Ampliacion Coanalco";15033
55508;"Coanalco Buenavista";15033
55509;"La Presa";15033
55509;"Plan de Ayala";15033
55510;"Tablas del Pozo";15033
55510;"Tepeolulco";15033
55510;"El Pozo";15033
55515;"Los Bordos";15033
55515;"La Teja";15033
55516;"Boca Barranca";15033
55517;"El Mirador";15033
55518;"La Agüita";15033
55518;"La Lomita";15033
55518;"Arboledas de Xalostoc";15033
55519;"La Esperanza";15033
55520;"Carlos Hank Gonzalez";15033
55530;"El Gallito";15033
55530;"San Jaco (El Gallito)";15033
55548;"area Zapotecas";15033
55548;"Cantera Guadalupana";15033
55548;"Dos de Octubre";15033
55549;"area Santa Cruz";15033
55600;"Independencia";15120
55600;"Magisterial";15120
55604;"Hombres Ilustres";15120
55605;"Santa Maria el Llano";15120
55605;"San Antonio de las Arenas";15120
55606;"Pueblo Nuevo de San Pedro";15120
55607;"Primero de Mayo";15120
55614;"Los Romeros";15120
55620;"El Colorado";15120
55620;"San Jose de la Loma";15120
55627;"El Potrero";15120
55628;"Santa Maria de Guadalupe";15120
55629;"Lazaro Cardenas";15120
55630;"Los Alcanfores";15120
55630;"San Juan de Guadalupe";15120
55634;"Santa Lucia";15120
55635;"Los Hornos";15120
55636;"Los Rivero";15120
55636;"Pueblo Nuevo de Morelos";15120
55644;"El Solar";15120
55644;"Ampliacion Jardines de San Bartolo";15120
55644;"Letigio";15120
55650;"Adolfo Lopez Mateos";15096
55656;"Ejidal General Wenceslao Labra";15096
55663;"Arboledas";15010
55663;"Santa Cecilia";15010
55663;"3 de Mayo";15010
55663;"23 de Noviembre";15010
55663;"Olimpica";15010
55664;"Juarez";15010
55666;"Loma Bonita";15010
55666;"Los Arbolitos";15010
55666;"Tablon Grande";15010
55667;"El Pisquay";15010
55667;"Ermita";15010
55667;"Ejidos de Santa Maria";15010
55670;"Huicalco";15036
55673;"Roma";15036
55673;"Centenario";15036
55673;"España";15036
55673;"Juarez";15036
55679;"San Miguel Tepetates";15036
55700;"Zacuautitla";15020
55705;"Republica Mexicana";15020
55707;"Ejidal Canuto Luna";15020
55707;"Ex-Rancho San Felipe";15020
55707;"Lomas San Felipe";15020
55708;"Hidalgo";15020
55709;"El Gigante";15020
55713;"Ampliacion Villa de Reyes";15020
55718;"Potrero Popular I";15020
55718;"Potrero Popular II";15020
55728;"El Granero";15020
55738;"Loma Bonita";15020
55738;"Xalatlaco (Imevis)";15020
55738;"El Ranchito (imevis)";15020
55739;"Los Acuales";15020
55743;"Isidro Fabela";15081
55743;"La Palma";15081
55745;"Ampliacion San Jeronimo";15081
55745;"Nuevo Mexico";15081
55745;"Jardines de Xonacahuacan";15081
55747;"San Isidro Citlalcoatl";15081
55747;"Nueva Santa Maria (De San Pablo Tecalco)";15081
55747;"San Antonio de San Pablo Tecalco";15081
55748;"San Jose";15081
55748;"San Martin Azcatepec";15081
55748;"San Mateo Tecalco";15081
55748;"Ejido de Tecamac";15081
55748;"Primero de Marzo";15081
55748;"Los Olivos";15081
55748;"Ampliacion Ejido de Tecamac";15081
55749;"5 de Mayo";15081
55749;"Hueyotenco";15081
55749;"Nueva Santa Maria";15081
55749;"Ampliacion 5 de Mayo";15081
55749;"La Nopalera";15081
55749;"Electricistas";15081
55749;"Texcaltitla";15081
55749;"Ixotitla";15081
55749;"Vista Hermosa";15081
55750;"El Tanque";15081
55754;"Loma de San Jeronimo (Ampliacion Santo Domingo)";15081
55755;"La Campiña";15081
55755;"Buenavista";15081
55755;"La Michapa";15081
55755;"La Palma de Reyes";15081
55755;"Progreso";15081
55755;"San Miguel";15081
55757;"Ejidal";15081
55760;"Magisterial";15081
55760;"Atlautenco";15081
55764;"Margarito F. Ayala";15081
55764;"Nuevo Paraiso";15081
55765;"Nueva Tlalnepantla";15081
55765;"Esmeralda";15081
55765;"La Cañada";15081
55765;"Jesus Romero Flores";15081
55765;"Granjas Valle de Guadalupe";15081
55765;"Mexico Independiente";15081
55765;"21 de Agosto";15081
55765;"10 de Junio";15081
55765;"Soto y Gama";15081
55766;"Ampliacion Ozumbilla";15081
55767;"Loma Bonita";15081
55767;"Santa Cruz";15081
55767;"Los Arcos";15081
55768;"Cuauhtemoc";15081
55768;"Lomas de Ozumbilla";15081
55768;"San Antonio (de San Francisco Cuautliquixca)";15081
55768;"La Azteca";15081
55768;"Vista Hermosa (De Ozumbilla)";15081
55768;"Tezontla";15081
55769;"Norchuca";15081
55770;"San Pedro (El Terremoto)";15081
55776;"Lomas de San Pedro Atzompa";15081
55778;"Ampliacion de la Concepcion";15081
55783;"Pro Vivienda";15044
55783;"Bahias de Jaltenco";15044
55785;"San Juan Zacazontla";15125
55785;"Las Chinampas";15125
55785;"Valle Verde";15125
55786;"La Asuncion";15125
55793;"Las Malvinas";15059
55794;"Terrenos Comunales Xaltocan";15059
55796;"Los Aguiluchos";15059
55796;"Pozos y Vias (Fraccion Diecisiete A)";15059
55796;"Prados San Francisco";15059
55799;"Cuatro Caballerias";15059
55803;"Acatitla";15092
55803;"Colatitla";15092
55803;"Nueva San Pedro";15092
55803;"Huepalco";15092
55803;"El Tejocote";15092
55806;"Nueva Teotihuacan";15092
55806;"Nueva Evangelista";15092
55807;"El Mirador";15092
55817;"Loma del Cerro Colorado";15092
55823;"Nueva Santa Maria";15092
55825;"Ampliacion Ejidal Tlajinga";15092
55826;"Ampliacion San Francisco";15092
55830;"De los Deportes";15092
55830;"Del Valle";15092
55833;"El Potrero";15092
55833;"La Ventilla";15092
55835;"Santa Catarina";15092
55840;"Santa Maria Maquixco";15092
55840;"Ampliacion Ejidal Maquixco";15092
55843;"Ampliacion Cadena Maquixco";15092
55843;"El Cayahual";15092
55845;"Palomar Maquixco";15092
55845;"Palomar Atlatongo";15092
55852;"alvaro Obregon";15075
55853;"Cozotlan Norte";15075
55854;"San Marcos Cerro Gordo";15075
55870;"Acolman de Nezahualcoyotl Centro";15002
55874;"Lomas de Santa Catarina";15002
55877;"Besana de Santa Catarina y Tepango";15002
55878;"San Bartolo el Chico";15002
55880;"San Jose";15002
55880;"Los Reyes";15002
55882;"Ampliacion Lazaro Cardenas";15002
55882;"Lazaro Cardenas";15002
55882;"Los angeles";15002
55882;"Radiofaro Totolcingo";15002
55882;"Paraje el Faro";15002
55883;"Las Brisas";15002
55883;"Laguna de Chiconautla";15002
55884;"Anahuac 1a Secc";15002
55884;"Anahuac 2a Secc";15002
55884;"El Potrero";15002
55884;"Santa Cruz";15002
55884;"La Era";15002
55884;"Plan de Guadalupe";15002
55884;"El Olivo";15002
55884;"Las Cazuelas";15002
55885;"Chimalpa";15002
55886;"Benito Juarez";15002
55886;"Tetexcala";15002
55886;"Santa Maria de Guadalupe";15002
55886;"Loma Bonita";15002
55887;"Nueva Colonia el Calvario";15002
55887;"El Pastal (San Damian)";15002
55887;"Ejido de San Marcos Nepantla";15002
55888;"Pirules";15002
55888;"Guerrero";15002
55888;"Prados de San Juan";15002
55890;"Loma Linda";15002
55890;"Pilares";15002
55890;"Ahuaxtla";15002
55894;"El Ranchito";15002
55895;"La Concepcion (Xometla)";15002
55895;"Quinta las Flores";15002
55895;"1ro de Octubre";15002
55913;"El Ranchito";15065
55913;"Estado de Mexico";15065
55913;"La Estacion";15065
55913;"Adolfo Lopez Mateos";15065
55914;"El Rosario";15065
55914;"San Ignacio";15065
55914;"La Conchita";15065
55916;"El Chabacano";15065
55920;"La Cruz";15065
55924;"Chacalco";15065
55924;"Tlahuico";15065
55924;"Jacarandas";15065
55924;"Tepa Grande (Rancho Guadalupe Tepa)";15065
55926;"Nueva Colonia de Axalco";15065
55926;"San Miguel Axalco Chico";15065
55930;"Los Capulines";15065
55940;"Cuauhtemoc";15016
55943;"Tezoncalli";15016
55950;"La Cañada";15016
55956;"Los Remedios";15016
55975;"Roma";15061
55984;"Belen";15084
55994;"Axalpa";15084
55994;"Tontiopa";15084
55995;"San Luis";15084
55996;"alvaro Obregon";15084
56010;"Ampliacion Tezoyuca";15100
56030;"San Andres Chiautla Centro";15028
56035;"La Concepcion";15028
56035;"La Frontera";15028
56074;"El Tepetloxto (Colonia Lomas de San Gabriel)";15093
56075;"La Loma (La Loma San Isidro)";15093
56077;"Santiago";15093
56078;"Tulteca Teopan";15093
56100;"Texcoco de Mora Centro";15099
56103;"El Retiro";15099
56103;"San Juan de Dios";15099
56106;"Las Salinas";15099
56110;"Joyas de San Mateo";15099
56110;"Zaragoza-San Pablo";15099
56120;"San Juanito";15099
56120;"Santa Cruz de Arriba";15099
56120;"Valle de Santa Cruz";15099
56130;"La Conchita";15099
56130;"San Sebastian";15099
56130;"La Paz";15099
56130;"La Trinidad";15099
56140;"Ahuehuetes";15099
56140;"San Lorenzo";15099
56140;"San Martin";15099
56140;"El Carmen";15099
56150;"Salitreria";15099
56150;"Santa ursula";15099
56160;"Niños Heroes";15099
56170;"San Mateo";15099
56170;"Las Americas";15099
56170;"Joyas de Santa Ana";15099
56204;"Emiliano Zapata";15099
56205;"San Felipe";15099
56205;"Santa Cruz de Abajo";15099
56207;"Lazaro Cardenas";15099
56217;"Xala";15099
56223;"Bellavista";15099
56224;"Buenavista";15099
56225;"Villas de Tolimpa";15099
56225;"Leyes de Reforma";15099
56225;"Fray Servando Teresa de Mier";15099
56225;"Ampliacion Leyes de Reforma";15099
56226;"Sector Popular";15099
56227;"El Capulin Sur";15099
56227;"Cooperativo";15099
56227;"Profesores";15099
56227;"San Nicolas Huexotla";15099
56227;"Tulipanes";15099
56237;"El Batan";15099
56243;"San Bartolo";15099
56243;"Jardines de Santa Ines";15099
56245;"Guadalupe Amanalco";15099
56250;"Guadalupe";15099
56253;"Valle de Tlaloc";15099
56253;"San Juan";15099
56253;"Praderas de Tecuac";15099
56254;"San Juan Potreros";15099
56255;"Quintas del Valle";15099
56255;"El Trabajo";15099
56255;"El Arenal";15099
56255;"San Jose (El Paraiso)";15099
56255;"San Pedro Cuautlanpan";15099
56256;"Santa Lucia";15099
56256;"San Felipe";15099
56257;"Lomas de La Cruz";15099
56263;"Nezahualcoyotl (Boyeros)";15099
56264;"Ejidos de Beltran Cuautlalpan";15099
56264;"Montecillo";15099
56264;"Wenceslao Victoria";15099
56265;"Lazaro Cardenas";15099
56266;"Santa Martha";15099
56267;"Guadalupe Victoria";15099
56270;"Emiliano Zapata";15030
56270;"Santa Maria";15030
56273;"Las Joyas";15030
56273;"El Araujo";15030
56274;"El Mamut";15030
56300;"Ejidos de Cambray";15011
56310;"Nueva Santa Rosa";15011
56310;"Nueva Santa Rosa-Granjas el Arenal";15011
56310;"El Salado";15011
56314;"Santa Isabel Ixtapan";15011
56314;"Nezahualcoyotl - Ixtapan";15011
56334;"Luis Cordoba Reyes";15031
56334;"Tepalcate";15031
56334;"Melchor Ocampo";15031
56334;"Marco Antonio Sosa";15031
56335;"Jose Maria Luis Mora";15031
56335;"Guadalupe";15031
56335;"San Miguel";15031
56335;"Rancho de las Nieves";15031
56335;"Acuitlapilco Primera Seccion";15031
56335;"Ciudad Alegre";15031
56335;"Acuitlapilco Segunda Seccion";15031
56335;"Acuitlapilco Tercera Seccion";15031
56335;"Jardines de Acuitlapilco";15031
56335;"Luis Donaldo Colosio";15031
56335;"Primavera";15031
56335;"Arboledas";15031
56335;"Corte Portezuelos";15031
56335;"Nueva Tepalcates";15031
56335;"Lomas de Santa Maria";15031
56335;"El Llano de Santa Maria";15031
56335;"Apapasco";15031
56335;"Union Antorchista";15031
56335;"Cuatro de Febrero";15031
56337;"Zapotla";15031
56337;"Lomas de Totolco Tlatelco";15031
56337;"Copalera";15031
56337;"San Juan Zapotla";15031
56337;"El Capulin";15031
56337;"Tepenepantla";15031
56337;"Tlaixco";15031
56337;"Olmedo";15031
56337;"Cornejal";15031
56337;"Lomas de Chimalhuacan";15031
56337;"Ladera";15031
56337;"Santo Domingo";15031
56337;"El Pocito";15031
56337;"Arenitas";15031
56337;"La Mina";15031
56338;"Corte el Pocito";15031
56338;"Corte Escalerillas";15031
56338;"Corte la Joya";15031
56338;"Corte la Palma Segunda Seccion";15031
56338;"Corte Santa Cruz";15031
56338;"Corte Xolhuango";15031
56338;"Corte Lomas de Buenavista";15031
56338;"Lomas de Chocolin";15031
56338;"Corte San Isidro";15031
56338;"Ampliacion Lomas de San Pablo";15031
56338;"Lomas de San Pablo";15031
56338;"Corte San Pablo";15031
56338;"Corte Huatongo";15031
56340;"Cerro de Las Palomas";15031
56340;"Ampliacion San Lorenzo (Parte Alta)";15031
56343;"Villa San Agustin Atlapulco";15031
56343;"Jardines de San Agustin (La Isla, Sancho Ganadero)";15031
56343;"Miramar";15031
56343;"Tequesquinahuac";15031
56343;"Balcones de San Agustin";15031
56343;"Ampliacion San Agustin";15031
56343;"Ampliacion San Agustin Zona Poniente";15031
56343;"Zona Comunal San Agustin";15031
56343;"Diecisiete de Marzo";15031
56343;"Israel";15031
56343;"Buenos Aires";15031
56343;"Adolfo Lopez Mateos";15031
56343;"Ampliacion San Agustin Zona Oriente";15031
56344;"Ejido San Agustin Atlapulco";15031
56346;"Filiberto Gomez";15031
56346;"Progreso de Oriente";15031
56346;"Xaltipac";15031
56350;"Xochitenco 3a Seccion";15031
56350;"Diecisiete de Septiembre";15031
56350;"Ampliacion Xochiaca parte Alta";15031
56350;"La Joyita";15031
56350;"Xochitenco Parte Alta";15031
56353;"Tlatelco";15031
56353;"Arturo Montiel";15031
56356;"Santa Cruz";15031
56360;"Xochitenco 1a Seccion";15031
56360;"Xochitenco 2a Seccion";15031
56360;"San Juan Xochitenco";15031
56363;"Nueva Margarita";15031
56366;"Tlatel Xochitenco";15031
56370;"San Vicente Chicoloapan de Juarez Centro";15029
56375;"Presidentes";15029
56376;"Santa Rosa";15029
56376;"Auris II";15029
56376;"Auris III";15029
56376;"Ampliacion Santa Rosa";15029
56377;"San Jose";15029
56377;"Venustiano Carranza";15029
56377;"2 de Marzo";15029
56377;"Ampliacion Presidentes";15029
56377;"Auris I";15029
56384;"Loma San Pedro";15029
56386;"San Patricio";15029
56387;"La Noria";15029
56387;"Loma de Guadalupe";15029
56390;"Emiliano Zapata";15029
56390;"Ejercito del Trabajo";15029
56390;"Francisco Villa";15029
56390;"Revolucion";15029
56395;"Mirador Tezaluca";15029
56400;"Jardin de Los Reyes";15070
56400;"Ampliacion Los Reyes";15070
56410;"Rincon de Los Reyes";15070
56410;"Ancon de los Reyes";15070
56420;"Valle de los Pinos";15070
56430;"Valle de los Reyes";15070
56440;"Coaxusco";15070
56440;"Magdalena de Los Reyes";15070
56490;"Emiliano Zapata";15070
56495;"Loma Encantada";15070
56500;"Ampliacion Tecamachalco";15070
56507;"El Pino";15070
56508;"La Joyita";15070
56508;"Bosques de la Magdalena";15070
56509;"Jalpa";15070
56509;"Parcelas";15070
56510;"Unidad Acaquilpan";15070
56510;"Profesor Carlos Hank Gonzalez";15070
56512;"Los Pirules (El Potrero)";15070
56512;"San Jose las Palmas";15070
56512;"Lomas de San Sebastian";15070
56512;"Tepapatlalco";15070
56513;"Ampliacion Dr. Jorge Jimenez Cantu";15070
56514;"Paso de Minas";15070
56514;"Techachaltitla";15070
56514;"Las Rosas";15070
56514;"Lomas de Altavista";15070
56514;"Tecontlapexco";15070
56514;"Ampliacion Magdalena";15070
56515;"Dr. Jorge Jimenez Cantu";15070
56516;"Rios de San Isidro";15070
56516;"Villas de San Isidro";15070
56516;"Mariel";15070
56516;"Ampliacion Mariel";15070
56516;"20 de Mayo";15070
56516;"Lomas de San Isidro El Pino";15070
56516;"Lomas de San Isidro 1ra Seccion";15070
56516;"Lomas de San Isidro 2da Seccion";15070
56516;"Primavera";15070
56516;"Libertad";15070
56516;"Tecomatlan";15070
56516;"Lomas de San Isidro 3ra Seccion";15070
56520;"Salitreria";15070
56520;"Presidentes";15070
56520;"Ampliacion San Sebastian";15070
56524;"C.E.A.S.";15070
56524;"El Salado";15070
56524;"Ricardo Flores Magon";15070
56524;"Cuchilla de la Ancon";15070
56526;"Alamedas";15070
56527;"Arenal";15070
56527;"Ampliacion Arenal";15070
56528;"Ahuaxtla";15070
56528;"Adolfo Lopez Mateos";15070
56529;"La Cerca";15070
56529;"Tlazala";15070
56530;"Ixtapaluca Centro";15039
56530;"La Venta";15039
56530;"Zoquiapan";15039
56530;"La Era";15039
56535;"El Jaral (El Capulin)";15039
56537;"Tezontle-Zoquiapan";15039
56538;"Santa Barbara";15039
56539;"La Magdalena";15039
56539;"La Huerta";15039
56539;"El Caracol";15039
56540;"Citlalmina";15039
56550;"Emiliano Zapata";15039
56550;"Derramadero";15039
56553;"El Molino";15039
56558;"Ampliacion Emiliano Zapata";15039
56560;"El Calvario";15039
56563;"Loma Bonita";15039
56564;"El Mirador";15039
56565;"Linda Vista";15039
56565;"Santo Tomas";15039
56565;"Lomas de Ayotla";15039
56565;"Ampliacion Acozac";15039
56565;"Ampliacion Santo Tomas";15039
56566;"Rigoberta Menchu";15039
56566;"Luis Donaldo Colosio";15039
56566;"La Retama";15039
56566;"Lavaderos";15039
56566;"Ilhuicamina";15039
56566;"Fermin alvarez";15039
56566;"Vergel de Guadalupe";15039
56566;"Ampliacion 6 de Junio";15039
56566;"6 de Junio";15039
56567;"Melchor Ocampo I, II, III, IV y V";15039
56567;"Cerro del Tejolote";15039
56567;"Escalerillas";15039
56567;"Ampliacion Escalerillas";15039
56567;"Morelos";15039
56567;"Wenceslao Victoria Soto";15039
56567;"Guadalupana";15039
56567;"Ricardo Calva Reyes";15039
56567;"Buena Vista";15039
56567;"Contadero";15039
56567;"Ampliacion Morelos";15039
56567;"Humberto Gutierrez";15039
56568;"Union Antorchista";15039
56568;"El Capulin";15039
56568;"Nueva Antorchista";15039
56569;"Rincon del Bosque";15039
56569;"San Miguel";15039
56569;"El Nopalito";15039
56569;"1° de Mayo";15039
56569;"El Mirto";15039
56576;"Estado de Mexico";15039
56576;"San Juan Tlalpizahuac";15039
56576;"San Antonio";15039
56576;"Tlacaelel";15039
56576;"Aquiles Cordoba";15039
56576;"18 de Agosto";15039
56576;"Luis Cordoba Reyes";15039
56576;"Rey Izcoatl";15039
56577;"Hornos Santa Barbara";15039
56577;"Alfredo del Mazo";15039
56577;"Santa Cruz Tlalpizahuac";15039
56577;"Valle Verde";15039
56577;"Ampliacion Santa Cruz Tlapacoya";15039
56577;"Santa Cruz Tlapacoya";15039
56579;"20 de Noviembre";15039
56580;"Rosa de Castilla";15039
56580;"San Juan";15039
56580;"Rancho Verde";15039
56580;"Independencia";15039
56580;"Lomas de Coatepec";15039
56584;"Pueblo Nuevo (San Isidro Labrador)";15039
56584;"Tetitla";15039
56584;"La Mesa";15039
56585;"Jesus Maria";15039
56585;"Plutarco Elias Calles";15039
56585;"La Esperanza";15039
56585;"El Rayo";15039
56585;"Ampliacion Plutarco Elias Calles";15039
56585;"Elsa Cordova Moran";15039
56586;"Tlayehuale";15039
56587;"Santa Ana";15039
56587;"Mirador de San Francisco";15039
56587;"Ampliacion San Francisco";15039
56587;"Los Hornos";15039
56588;"Tejalpa";15039
56588;"El Carmen";15039
56588;"Ejido la Virgen";15039
56588;"Juan Antonio Soberanes";15039
56588;"Ampliacion Tejalpa";15039
56588;"Julio Chavez Lopez (UPREZ)";15039
56589;"Jorge Jimenez Cantu";15039
56589;"La Cañada";15039
56589;"Hornos de Zoquiapan";15039
56589;"Margarita Moran";15039
56589;"San Jeronimo Cuatro Vientos";15039
56589;"Zoquiapan";15039
56589;"Camino a Mina Milagro (El Potrero)";15039
56589;"Camino Mina Rosita";15039
56589;"Teponaxtle";15039
56589;"Bezana Canutillo";15039
56590;"Llano Grande";15039
56599;"El Corazon";15039
56600;"Casco de San Juan";15025
56600;"Chalco de Diaz Covarrubias Centro";15025
56600;"La Bomba";15025
56600;"Los Cipreses";15025
56600;"Industrial Chalco";15025
56600;"Marco Antonio Sosa";15025
56600;"El Naranjo";15025
56600;"Gonzalo Lopez Cid";15025
56600;"Margarita Cordoba Moran";15025
56604;"Ejidal";15025
56604;"Tres Marias";15025
56604;"Jacalones I";15025
56604;"Jacalones II";15025
56604;"Nueva San Miguel";15025
56605;"Nueva San Isidro";15025
56605;"Nueva San Antonio";15025
56605;"Agrarista";15025
56605;"Agrarista Sector Alcanfores";15025
56605;"El Paraiso";15025
56605;"Fraternidad Antorchista";15025
56605;"Clara Cordoba Moran";15025
56605;"Humberto Vidal Mendoza";15025
56606;"Union de Guadalupe";15025
56607;"Covadonga";15025
56607;"Culturas de Mexico";15025
56607;"Jardines de Chalco";15025
56607;"21 de Marzo";15025
56608;"Emiliano Zapata";15025
56608;"Ampliacion Emiliano Zapata";15025
56608;"San Cristobal";15025
56609;"Santa Cruz Amalinalco";15025
56610;"Alfredo Baranda";15122
56610;"Americas";15122
56610;"Niños Heroes";15122
56610;"San Miguel las Tablas";15122
56613;"San Miguel Xico";15122
56614;"Poder Popular";15122
56614;"Cerro del Marques";15122
56614;"San Martin Xico La Laguna";15122
56614;"Antorcha Valle de Chalco";15122
56615;"Concepcion";15122
56615;"Maria Isabel";15122
56615;"Santiago";15122
56615;"El Agostadero";15122
56616;"Guadalupana";15122
56616;"Providencia";15122
56617;"El Triunfo";15122
56617;"Independencia";15122
56617;"Jardin";15122
56617;"San Isidro";15122
56617;"Santa Cruz";15122
56618;"Avandaro";15122
56618;"Dario Martinez II Seccion";15122
56618;"Emiliano Zapata";15122
56618;"San Juan Tlalpizahuac";15122
56618;"Carlos Salinas de Gortari";15122
56618;"San Gregorio";15122
56619;"La Punta";15122
56619;"Alfredo del Mazo";15122
56619;"Dario Martinez I Seccion";15122
56619;"Del Carmen";15122
56619;"Ampliacion Santa Catarina";15122
56619;"Santa Catarina";15122
56620;"San Jose Axalco";15025
56620;"Jazmin de las Flores";15025
56620;"Michoacana";15025
56620;"El Recodo de San Jose Axalco";15025
56620;"San Jose";15025
56620;"Independencia";15025
56623;"Rancho San Miguel";15025
56623;"Rancho Nuevo";15025
56623;"Rancho Nuevo San Miguel";15025
56624;"Pedregal Tezompa";15025
56624;"Caserio de Cortes";15025
56624;"Las Nieves";15025
56625;"Independencia Chimalpa";15025
56640;"Santa Ana (Predio San Juan)";15025
56641;"Benito Juarez";15025
56641;"Llano del Moral";15025
56643;"Ejido San Marcos";15025
56643;"Caja de Agua";15025
56643;"Los Hornos";15025
56643;"La Chimenea";15025
56646;"Guadalupe de los Tepetates";15025
56646;"Huixtomatitla (Tepalcates)";15025
56650;"Predio de los Albertocos";15083
56650;"Guadalupana";15083
56650;"La Estacion (La Caseta)";15083
56654;"El Tejocote (Colonia Jesus Estudillo L.)";15083
56654;"Ampliacion Potrero";15083
56656;"Tepancal";15083
56657;"Tenexcaltitla";15083
56680;"Oyotepec";15022
56680;"20 de Noviembre";15022
56680;"Tlapipinca";15022
56680;"La Y (Atoyac)";15022
56680;"La Via";15022
56700;"Vista Bella";15103
56700;"San Diego";15103
56700;"Rumorosa";15103
56700;"Granjas San Jose";15103
56700;"Cerro de Cruz";15103
56700;"El Eden";15103
56700;"El Centenario";15103
56700;"Jerusalen";15103
56700;"La esperanza";15103
56700;"De los Chincolos";15103
56700;"INFONAVIT Fidel Velazquez";15103
56700;"De Tula";15103
56700;"De la Comunidad";15103
56700;"San Pedro";15103
56700;"San Cristobal Tezopilo";15103
56700;"Cruz de Mayo 1";15103
56700;"Cruz de Mayo";15103
56700;"Hermanos Peña";15103
56703;"La Esperanza";15103
56703;"Vista Hermosa";15103
56703;"La Huerta";15103
56710;"Lomas del Pedregal";15103
56713;"Alfa y Omega";15103
56714;"La Escondida";15103
56716;"El Magueyal Dos";15103
56720;"21 de Marzo";15103
56720;"Las Conchitas";15103
56731;"La Ladrillera";15103
56740;"Ladrilleras las Margaritas";15103
56743;"Loma Linda";15103
56743;"Obrera";15103
56743;"Hidalgo";15103
56744;"Solidaridad";15103
56744;"El Faro";15103
56744;"De La Peña";15103
56744;"Los Cuartos";15103
56744;"El Encinal";15103
56745;"El Cedral";15103
56745;"La Cañada";15103
56746;"La Cuesta";15103
56746;"Anselmo Granados";15103
56760;"La Capilla";15017
56760;"Predio el Calvario";15017
56763;"Tetepetla";15017
56765;"San Diego Chalcatepehuacan";15017
56765;"San Diego";15017
56765;"El Arenal (Camino al Arenal)";15017
56765;"Las Casitas (Tepexpan)";15017
56766;"La Colonia";15017
56776;"Cemoloc Grande";15017
56783;"El Pedregal (Teotoxtipan)";15089
56783;"Tecuatitla (Colonia Nueva Tecuatitla)";15089
56783;"San Luis Aculco";15089
56784;"El Mirador";15089
56784;"Tres Platos";15089
56785;"Chavarria (Paraje Puerta)";15089
56803;"Industrial";15068
56803;"Jose Antonio Alzate";15068
56803;"Huamantla de Tizapa";15068
56804;"Los Limones";15068
