d_codigo,d_asenta,d_tipo_asenta,D_mnpio,d_estado,d_ciudad,d_CP,c_estado,c_oficina,c_CP,c_tipo_asenta,c_mnpio,id_asenta_cpcons,d_zona,c_cve_ciudad
58000,INFONAVIT El P°pila,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0001,Urbano,06
58000,Centro Hist¢rico,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0002,Urbano,06
58000,INFONAVIT Plan de Ayala,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0003,Urbano,06
58004,Universidad Michoacana de San Nicol†s de Hidalgo,Equipamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,17,053,0007,Urbano,06
58006,Secretaria de Salud,Equipamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,17,053,0008,Urbano,06
58009,Palacio de Gobierno Del Estado de Michoac†n,Equipamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,17,053,0011,Urbano,06
58010,Ju†rez,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0012,Urbano,06
58010,Molino de Parras,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0013,Urbano,06
58013,Supremo Tribunal de Justicia,Equipamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,17,053,0016,Urbano,06
58020,CuauhtÇmoc,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0017,Urbano,06
58020,Ventura Puente,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0018,Urbano,06
58030,Morelos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0019,Urbano,06
58040,Felicitas del R°o,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0022,Urbano,06
58040,Gustavo D°az Ordaz,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0023,Urbano,06
58048,FOVISSSTE La Huerta,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0025,Urbano,06
58048,Manuel Villalong°n,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0026,Urbano,06
58049,Jardines del Toreo,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0027,Urbano,06
58049,Ampliaci¢n Jardines del Toreo,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0028,Urbano,06
58050,Hacienda Pe§asco,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,0014,Urbano,06
58050,Cosmos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0029,Urbano,06
58050,Lomas de la Huerta,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0030,Urbano,06
58050,Paseos de la Hacienda,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0031,Urbano,06
58050,Tlalpujahua,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0032,Urbano,06
58050,La Pradera,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0987,Urbano,06
58055,Villas de F†tima,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0033,Urbano,06
58056,Arboledas,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0034,Urbano,06
58056,Los Fresnos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0035,Urbano,06
58056,Vista Hermosa,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0036,Urbano,06
58056,La Giralda,Condominio,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,10,053,0265,Urbano,06
58056,Villas Del Carmen,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3612,Urbano,06
58056,Pinar de el R°o,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3613,Urbano,06
58056,Ampliaci¢n Los Fresnos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3645,Urbano,06
58056,Ampliaci¢n Vista Hermosa,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3648,Urbano,06
58056,General Mariano JimÇnez,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3663,Urbano,06
58056,Ampliaci¢n Mariano JimÇnez,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3924,Urbano,06
58057,Los Pinos de Michoac†n,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0038,Urbano,06
58058,Morelia 450,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0039,Urbano,06
58058,Antares,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0470,Urbano,06
58058,Mirador de la Monta§a,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3733,Urbano,06
58060,Alberto Oviedo Mota,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0040,Urbano,06
58060,Residencial del Sur,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0041,Urbano,06
58060,Villa Universidad,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0042,Urbano,06
58060,Turquesa,Condominio,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,10,053,0554,Urbano,06
58060,Diamante,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,3650,Urbano,06
58060,JosÇ Mar°a Garc°a Obeso,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,3665,Urbano,06
58060,Real Tulipanes,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3926,Urbano,06
58060,Real Universidad,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3927,Urbano,06
58060,Real Universidad II,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,6279,Urbano,06
58066,Valle Quieto,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0043,Urbano,06
58066,Ampliaci¢n Valle Quieto,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0044,Urbano,06
58067,INFONAVIT Benito Ju†rez,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0045,Urbano,06
58069,INFONAVIT Villa Universidad,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0047,Urbano,06
58069,Rinc¢n Quieto,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0048,Urbano,06
58070,FÇlix Ireta,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0050,Urbano,06
58070,Las Acac°as,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0517,Urbano,06
58078,Condominio Planetario,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0055,Urbano,06
58078,Estrella,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,4786,Urbano,06
58079,Virreyes,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,0056,Urbano,06
58079,Camelinas,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,3678,Urbano,06
58080,Colonial Morelia,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0057,Urbano,06
58080,La Huerta,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0058,Urbano,06
58080,Ampliaci¢n La Huerta,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0059,Urbano,06
58080,Leona Vicario,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0061,Urbano,06
58080,Arcoiris,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3412,Urbano,06
58080,Bosques de la Huerta,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3649,Urbano,06
58080,Praderas La Huerta,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3655,Urbano,06
58080,Hacienda de la Huerta,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3664,Urbano,06
58080,Congreso de An†huac,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3854,Urbano,06
58080,Ampliaci¢n Hacienda de la Huerta,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,4790,Urbano,06
58085,Balcones de Morelia,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,0063,Urbano,06
58085,Rinc¢n Santa Sof°a,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3541,Urbano,06
58085,Loma de la Floresta,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3922,Urbano,06
58086,Hermanos L¢pez Ray¢n,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0064,Urbano,06
58087,El Cerrito,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,0010,Urbano,06
58087,La Camelina,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0067,Urbano,06
58087,Puertas del Sur,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0540,Urbano,06
58087,El Pueblito,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3006,Urbano,06
58087,Rinconada La Huerta,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3598,Urbano,06
58087,Para°so de la Huerta,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3703,Urbano,06
58087,Prados de la Huerta,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3718,Urbano,06
58087,Real San Diego,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,3753,Urbano,06
58087,San Miguel,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3997,Urbano,06
58087,Los Duraznos,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,4797,Urbano,06
58087,Paseo de la Castellana,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,4839,Urbano,06
58087,Rinconada los Fresnos,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,5549,Urbano,06
58087,Paseo los Encinos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,6273,Urbano,06
58087,Paseo de la Primavera,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,6278,Urbano,06
58088,AndrÇs Quintana Roo,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0068,Urbano,06
58088,Josefa Ortiz de Dom°nguez,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0069,Urbano,06
58088,INFONAVIT Juana Pav¢n,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0070,Urbano,06
58088,Fuentes de Morelia,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,0071,Urbano,06
58088,Oro Jacarandas,Condominio,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,10,053,0472,Urbano,06
58088,Quintas del Sol,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,0486,Urbano,06
58088,Valle Verde,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3414,Urbano,06
58088,La Floresta Michoacana,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3540,Urbano,06
58088,Jardines de Vista Bella,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3697,Urbano,06
58088,Jardines de Vista Bella II,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3732,Urbano,06
58088,Salvador Iriarte Montes,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,4802,Urbano,06
58088,El Pastizal,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,4822,Urbano,06
58088,Los Naranjos,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,4948,Urbano,06
58088,Las Magnolias,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,6282,Urbano,06
58089,Ampliaci¢n Nor-oeste La Huerta,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0072,Urbano,06
58089,Santill†n la Huerta,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0073,Urbano,06
58089,Xangari,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0074,Urbano,06
58090,Balcones de Santa Mar°a,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,0075,Urbano,06
58090,Ampliaci¢n Balcones de Santa Mar°a,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0076,Urbano,06
58090,Las Torrecillas,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0077,Urbano,06
58090,Bugambilias,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0078,Urbano,06
58090,Lomas de Santa Mar°a,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0079,Urbano,06
58090,Los Encinos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0080,Urbano,06
58090,Ampliaci¢n Los Encinos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0081,Urbano,06
58090,Rey Tari†curi,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0082,Urbano,06
58090,Rinc¢n de Vista Bella,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0083,Urbano,06
58090,Santa Cecilia,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0084,Urbano,06
58090,Ampliaci¢n Santa Cecilia,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0085,Urbano,06
58090,Santa Mar°a de Guido,Pueblo,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,28,053,0086,Urbano,06
58090,Vista Bella,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0087,Urbano,06
58090,Quinta Cantera,Condominio,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,10,053,0478,Urbano,06
58090,Hacienda el Retajo,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,0509,Urbano,06
58090,Quinta Ursula,Condominio,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,10,053,0542,Urbano,06
58090,Villas de la Monta§a,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0566,Urbano,06
58090,Condominio Residencial Plaza,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,3661,Urbano,06
58090,El Monasterio,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3662,Urbano,06
58090,San Francisco,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3667,Urbano,06
58090,Camino Real,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3679,Urbano,06
58090,La Lomita,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3715,Urbano,06
58090,Rinc¢n de Santa Mar°a,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,3928,Urbano,06
58090,Altos del Durazno,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,4759,Urbano,06
58090,Residencial Lima,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,4801,Urbano,06
58090,Rinc¢n del Cielo,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,4951,Urbano,06
58090,Rinc¢n del Para°so,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,6281,Urbano,06
58093,Lago Para°so,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,6047,Urbano,06
58095,Villas del Sur II,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,0052,Urbano,06
58095,Colinas del Sur,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,0089,Urbano,06
58095,Rector D°az Rubio,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0090,Urbano,06
58095,Lomas de la Joya,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,0091,Urbano,06
58095,Pradera del Sur,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0092,Urbano,06
58095,La Ciudadela,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,0514,Urbano,06
58095,Loma Bonita del Sur,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0522,Urbano,06
58095,Loma Larga Oriente,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0523,Urbano,06
58095,Praderas del Sur II,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0538,Urbano,06
58095,Progreso del Sur,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0539,Urbano,06
58095,Rinc¢n San Diego,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0545,Urbano,06
58095,Torrecillas del Sur,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0553,Urbano,06
58095,Valle de los Arcos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0556,Urbano,06
58095,Villas del Sur III,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,31,053,0561,Urbano,06
58095,Loma Blanca,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,0562,Urbano,06
58095,Pe§a Blanca,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0994,Urbano,06
58095,Buenos Aires,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3586,Urbano,06
58095,Loma Larga,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3596,Urbano,06
58095,Loma Dorada del Sur,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3657,Urbano,06
58095,Puerta Blanca,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3659,Urbano,06
58095,Cerro Verde,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3693,Urbano,06
58095,Lomas,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3716,Urbano,06
58095,Lomas del Sur III,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3717,Urbano,06
58095,Valle El Rosario,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3734,Urbano,06
58095,Lomas del Sur,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3751,Urbano,06
58095,Lomas del Sur II,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3752,Urbano,06
58095,Rafael D†valos,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3759,Urbano,06
58095,Valle Dorado del Sur,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3760,Urbano,06
58095,Praderas de la Loma,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3851,Urbano,06
58095,Praderas Para°so,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3925,Urbano,06
58095,Villas del Sur,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3931,Urbano,06
58095,Jardines del Sur,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,4068,Urbano,06
58095,Montevista,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,4073,Urbano,06
58095,Los Mirasoles,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,4764,Urbano,06
58095,Los Tucanes,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,4766,Urbano,06
58095,Misi¢n de San Diego,Conjunto habitacional,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,12,053,4819,Urbano,06
58095,Puerto Banus,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,4828,Urbano,06
58095,Loma de Chapultepec,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,5960,Urbano,06
58095,Campo Real,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,6262,Urbano,06
58095,Felipe Sandoval,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,6263,Urbano,06
58095,Torres Altavista,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,6264,Urbano,06
58095,La Morita (Colonia la Morita),Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,6363,Urbano,06
58095,Mirador del Valle,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,6618,Urbano,06
58096,Lomas del Durazno,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0093,Urbano,06
58096,Piedra Lisa,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0094,Urbano,06
58096,Trincheras de Morelos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0096,Urbano,06
58096,Puerta Blanca,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0485,Urbano,06
58096,Palmas del Sur,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,0534,Urbano,06
58096,Puerta Madero,Condominio,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,10,053,0563,Urbano,06
58096,Ampliaci¢n Trincheras de Morelos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,1011,Urbano,06
58096,Los Sauces,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3597,Urbano,06
58096,Rinconada del Sur,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3654,Urbano,06
58096,Flor del Durazno,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3695,Urbano,06
58096,Valle del Durazno,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3710,Urbano,06
58096,Mesoamerica,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3850,Urbano,06
58096,EjÇrcito de Morelos,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3920,Urbano,06
58096,El Valle,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,4761,Urbano,06
58096,Loma Alta,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,4762,Urbano,06
58096,Los Gigantes,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,4798,Urbano,06
58096,De las Culturas,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,4943,Urbano,06
58096,Ampliaci¢n El Valle,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,6261,Urbano,06
58096,10 de Junio,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,6353,Urbano,06
58097,Carlos Rivas Larrauri,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0097,Urbano,06
58097,Cayetano Andrade,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0098,Urbano,06
58097,JosÇ Trinidad Guido,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0099,Urbano,06
58097,Ojo de Agua,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0100,Urbano,06
58097,Ampliaci¢n Cayetano Andrade,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,3626,Urbano,06
58097,Villas de Santa Mar°a,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,4803,Urbano,06
58098,Lomas de Vista Bella,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0101,Urbano,06
58098,Purembe,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0102,Urbano,06
58098,Sara Malfav¢n,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0103,Urbano,06
58098,Manuel GutiÇrrez Najera,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,3923,Urbano,06
58099,Nueva Jacarandas,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,09,053,0104,Urbano,06
58099,Residencial Bosques,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58011,16,58011,,21,053,0105,Urbano,06
58100,Los µngeles,Colonia,Morelia,Michoac†n de Ocampo,Morelia,58111,16,58111,,09,053,0107,Urbano,06
58100,COTO San µngel,Unidad habitacional,Morelia,Michoac†n de Ocampo,Morelia,58111,16,58111,,31,053,0507,Urbano,06
58100,San Guillermo,Fraccionamiento,Morelia,Michoac†n de Ocampo,Morelia,58111,16,58111,,21,053,3668,Urbano,06
